OCCUPATIONTYPE,OCCUPATIONID,RELATIONTYPE,SKILLID
esco,key_20716,optional,key_20342
esco,key_20717,optional,key_20217
esco,key_20718,essential,key_19459
esco,key_20718,essential,key_19690
esco,key_20718,essential,key_19920
esco,key_20719,optional,key_20359
esco,key_20720,essential,key_20082
esco,key_20720,optional,key_20016
esco,key_20721,essential,key_20414
esco,key_20721,optional,key_19526
esco,key_20721,optional,key_19532
esco,key_20722,essential,key_19686
esco,key_20722,essential,key_20145
esco,key_20722,optional,key_20092
esco,key_20723,essential,key_20153
esco,key_20723,essential,key_20282
esco,key_20723,essential,key_19424
esco,key_20723,essential,key_19933
esco,key_20723,essential,key_19948
esco,key_20724,essential,key_19590
esco,key_20724,optional,key_19860
esco,key_20725,essential,key_19886
esco,key_20725,optional,key_19563
esco,key_20725,optional,key_19797
esco,key_20726,optional,key_20016
esco,key_20726,optional,key_20082
esco,key_20727,essential,key_19681
esco,key_20727,essential,key_19920
esco,key_20728,essential,key_19499
esco,key_20728,optional,key_19982
esco,key_20728,optional,key_20059
esco,key_20729,essential,key_19777
esco,key_20729,optional,key_19449
esco,key_20729,optional,key_19906
esco,key_20730,essential,key_19559
esco,key_20730,optional,key_19966
esco,key_20731,essential,key_19633
esco,key_20731,essential,key_19916
esco,key_20731,essential,key_20024
esco,key_20731,essential,key_20291
esco,key_20731,optional,key_20042
esco,key_20733,essential,key_19499
esco,key_20734,essential,key_19971
esco,key_20734,essential,key_19432
esco,key_20734,optional,key_20217
esco,key_20735,essential,key_20229
esco,key_20735,essential,key_19690
esco,key_20736,essential,key_20154
esco,key_20736,essential,key_20180
esco,key_20736,optional,key_20197
esco,key_20736,optional,key_20303
esco,key_20737,essential,key_19457
esco,key_20739,optional,key_19664
esco,key_20740,optional,key_19522
esco,key_20741,essential,key_19983
esco,key_20741,essential,key_19451
esco,key_20741,essential,key_19865
esco,key_20741,optional,key_20216
esco,key_20742,essential,key_20153
esco,key_20742,essential,key_20282
esco,key_20742,essential,key_19424
esco,key_20742,essential,key_19933
esco,key_20742,essential,key_20386
esco,key_20742,optional,key_19784
esco,key_20742,optional,key_19942
esco,key_20743,optional,key_19983
esco,key_20743,optional,key_19469
esco,key_20743,optional,key_20101
esco,key_20743,optional,key_20216
esco,key_20744,essential,key_20140
esco,key_20744,essential,key_19477
esco,key_20744,essential,key_20135
esco,key_20744,optional,key_19947
esco,key_20744,optional,key_20160
esco,key_20745,optional,key_20060
esco,key_20745,optional,key_20131
esco,key_20746,optional,key_19590
esco,key_20747,optional,key_19545
esco,key_20747,optional,key_19706
esco,key_20747,optional,key_19617
esco,key_20748,essential,key_20391
esco,key_20748,optional,key_19687
esco,key_20748,optional,key_20319
esco,key_20748,optional,key_20413
esco,key_20749,essential,key_20049
esco,key_20749,optional,key_20224
esco,key_20749,optional,key_20293
esco,key_20750,essential,key_19937
esco,key_20750,essential,key_19462
esco,key_20750,optional,key_20154
esco,key_20751,essential,key_19959
esco,key_20751,essential,key_20250
esco,key_20751,optional,key_20179
esco,key_20752,optional,key_20114
esco,key_20752,optional,key_20363
esco,key_20753,essential,key_19514
esco,key_20753,optional,key_19687
esco,key_20753,optional,key_20107
esco,key_20754,essential,key_19623
esco,key_20754,essential,key_19747
esco,key_20754,essential,key_20088
esco,key_20754,essential,key_20220
esco,key_20754,optional,key_19510
esco,key_20754,optional,key_19939
esco,key_20754,optional,key_20402
esco,key_20755,essential,key_19860
esco,key_20755,essential,key_20011
esco,key_20755,essential,key_20243
esco,key_20755,optional,key_19742
esco,key_20755,optional,key_19854
esco,key_20755,optional,key_20378
esco,key_20756,essential,key_20386
esco,key_20756,essential,key_20409
esco,key_20756,optional,key_19942
esco,key_20756,optional,key_20234
esco,key_20757,essential,key_19833
esco,key_20757,optional,key_19777
esco,key_20757,optional,key_20049
esco,key_20757,optional,key_19536
esco,key_20757,optional,key_19878
esco,key_20757,optional,key_20293
esco,key_20758,essential,key_20279
esco,key_20758,optional,key_19871
esco,key_20759,essential,key_19467
esco,key_20759,essential,key_20038
esco,key_20759,essential,key_20154
esco,key_20759,optional,key_20256
esco,key_20760,essential,key_19820
esco,key_20762,essential,key_19910
esco,key_20763,essential,key_19860
esco,key_20763,essential,key_19946
esco,key_20763,essential,key_20034
esco,key_20764,optional,key_19720
esco,key_20765,essential,key_19786
esco,key_20765,essential,key_19456
esco,key_20765,optional,key_20114
esco,key_20766,optional,key_19681
esco,key_20767,essential,key_19456
esco,key_20767,optional,key_19827
esco,key_20767,optional,key_20267
esco,key_20767,optional,key_19590
esco,key_20767,optional,key_19999
esco,key_20767,optional,key_20154
esco,key_20768,essential,key_19886
esco,key_20768,optional,key_20269
esco,key_20769,essential,key_19572
esco,key_20769,optional,key_20014
esco,key_20770,essential,key_20107
esco,key_20771,essential,key_19650
esco,key_20771,essential,key_20386
esco,key_20771,optional,key_19451
esco,key_20771,optional,key_19865
esco,key_20771,optional,key_19942
esco,key_20772,essential,key_19805
esco,key_20773,optional,key_19499
esco,key_20773,optional,key_19673
esco,key_20774,essential,key_19874
esco,key_20774,essential,key_19456
esco,key_20774,optional,key_20114
esco,key_20775,essential,key_20359
esco,key_20776,essential,key_20417
esco,key_20776,optional,key_20246
esco,key_20777,essential,key_19646
esco,key_20777,essential,key_19788
esco,key_20777,essential,key_20125
esco,key_20777,optional,key_19991
esco,key_20778,essential,key_20384
esco,key_20778,essential,key_19646
esco,key_20778,essential,key_19716
esco,key_20779,optional,key_19748
esco,key_20780,essential,key_19778
esco,key_20780,optional,key_19660
esco,key_20780,optional,key_19910
esco,key_20780,optional,key_19974
esco,key_20781,essential,key_19451
esco,key_20781,essential,key_19865
esco,key_20781,optional,key_19540
esco,key_20781,optional,key_20111
esco,key_20782,essential,key_19929
esco,key_20782,essential,key_19516
esco,key_20782,optional,key_20242
esco,key_20785,optional,key_19590
esco,key_20787,essential,key_19545
esco,key_20787,optional,key_19600
esco,key_20789,essential,key_19834
esco,key_20789,optional,key_20078
esco,key_20789,optional,key_20085
esco,key_20790,essential,key_19590
esco,key_20790,optional,key_20179
esco,key_20792,essential,key_20082
esco,key_20793,optional,key_19516
esco,key_20794,optional,key_19885
esco,key_20795,optional,key_19974
esco,key_20796,essential,key_20345
esco,key_20796,optional,key_19531
esco,key_20796,optional,key_19683
esco,key_20797,optional,key_20016
esco,key_20797,optional,key_19947
esco,key_20798,optional,key_19600
esco,key_20798,optional,key_19646
esco,key_20798,optional,key_19655
esco,key_20798,optional,key_20154
esco,key_20799,optional,key_19449
esco,key_20799,optional,key_20224
esco,key_20799,optional,key_20293
esco,key_20800,optional,key_20082
esco,key_20801,essential,key_19815
esco,key_20801,essential,key_19946
esco,key_20801,essential,key_19947
esco,key_20802,essential,key_20160
esco,key_20802,optional,key_20076
esco,key_20803,essential,key_20004
esco,key_20804,essential,key_20386
esco,key_20804,optional,key_19461
esco,key_20804,optional,key_20007
esco,key_20805,essential,key_19556
esco,key_20805,essential,key_19665
esco,key_20805,essential,key_20204
esco,key_20805,optional,key_19651
esco,key_20805,optional,key_19721
esco,key_20805,optional,key_19734
esco,key_20806,essential,key_19642
esco,key_20806,essential,key_19771
esco,key_20806,essential,key_19590
esco,key_20806,essential,key_20217
esco,key_20807,essential,key_19758
esco,key_20807,essential,key_20386
esco,key_20807,optional,key_19741
esco,key_20809,essential,key_20154
esco,key_20809,optional,key_19937
esco,key_20810,essential,key_20057
esco,key_20810,optional,key_19947
esco,key_20810,optional,key_20206
esco,key_20811,essential,key_19764
esco,key_20811,essential,key_20049
esco,key_20811,optional,key_20154
esco,key_20812,optional,key_20088
esco,key_20812,optional,key_20314
esco,key_20813,essential,key_19652
esco,key_20813,essential,key_19933
esco,key_20813,essential,key_20232
esco,key_20814,essential,key_19910
esco,key_20814,optional,key_19833
esco,key_20814,optional,key_19536
esco,key_20815,optional,key_19709
esco,key_20815,optional,key_20111
esco,key_20815,optional,key_20306
esco,key_20816,essential,key_19720
esco,key_20816,essential,key_20372
esco,key_20817,essential,key_20417
esco,key_20817,optional,key_19545
esco,key_20818,essential,key_20410
esco,key_20818,optional,key_20036
esco,key_20819,essential,key_19432
esco,key_20819,essential,key_19590
esco,key_20819,optional,key_19971
esco,key_20819,optional,key_20217
esco,key_20819,optional,key_20224
esco,key_20820,essential,key_19456
esco,key_20820,essential,key_19738
esco,key_20821,essential,key_19598
esco,key_20821,essential,key_19800
esco,key_20821,essential,key_20118
esco,key_20821,optional,key_19830
esco,key_20822,essential,key_19701
esco,key_20822,essential,key_19764
esco,key_20822,essential,key_20410
esco,key_20822,optional,key_19600
esco,key_20822,optional,key_19494
esco,key_20822,optional,key_19900
esco,key_20823,essential,key_19865
esco,key_20823,essential,key_20125
esco,key_20823,essential,key_20139
esco,key_20823,optional,key_19451
esco,key_20823,optional,key_19646
esco,key_20823,optional,key_20154
esco,key_20824,essential,key_19590
esco,key_20824,optional,key_20319
esco,key_20825,essential,key_19451
esco,key_20825,essential,key_19865
esco,key_20825,optional,key_19904
esco,key_20825,optional,key_19905
esco,key_20825,optional,key_20034
esco,key_20825,optional,key_20098
esco,key_20825,optional,key_20216
esco,key_20826,essential,key_19886
esco,key_20826,optional,key_19535
esco,key_20826,optional,key_19676
esco,key_20826,optional,key_20280
esco,key_20827,essential,key_20013
esco,key_20828,essential,key_19523
esco,key_20828,optional,key_19590
esco,key_20829,essential,key_20013
esco,key_20830,essential,key_19960
esco,key_20830,essential,key_19857
esco,key_20830,essential,key_20032
esco,key_20830,optional,key_19667
esco,key_20830,optional,key_19834
esco,key_20830,optional,key_20355
esco,key_20831,optional,key_19590
esco,key_20832,essential,key_20217
esco,key_20832,essential,key_20390
esco,key_20832,optional,key_19590
esco,key_20832,optional,key_20361
esco,key_20833,essential,key_19499
esco,key_20834,essential,key_19775
esco,key_20834,essential,key_20278
esco,key_20835,essential,key_19738
esco,key_20835,essential,key_20306
esco,key_20835,optional,key_19456
esco,key_20836,essential,key_20094
esco,key_20836,optional,key_19516
esco,key_20837,essential,key_20359
esco,key_20838,essential,key_19458
esco,key_20840,optional,key_19454
esco,key_20841,optional,key_19880
esco,key_20841,optional,key_20224
esco,key_20843,essential,key_19590
esco,key_20844,essential,key_19732
esco,key_20845,essential,key_19990
esco,key_20846,essential,key_19834
esco,key_20846,optional,key_20319
esco,key_20847,essential,key_19790
esco,key_20847,essential,key_19552
esco,key_20847,essential,key_20154
esco,key_20847,optional,key_19937
esco,key_20847,optional,key_19646
esco,key_20848,optional,key_20049
esco,key_20848,optional,key_19458
esco,key_20850,optional,key_20359
esco,key_20850,optional,key_20191
esco,key_20850,optional,key_20314
esco,key_20851,optional,key_19681
esco,key_20853,essential,key_19546
esco,key_20853,essential,key_19612
esco,key_20853,essential,key_19829
esco,key_20853,essential,key_20150
esco,key_20854,essential,key_19649
esco,key_20854,essential,key_19875
esco,key_20854,essential,key_19959
esco,key_20854,essential,key_20107
esco,key_20854,optional,key_19563
esco,key_20855,essential,key_19545
esco,key_20855,essential,key_20203
esco,key_20855,essential,key_20359
esco,key_20856,essential,key_19860
esco,key_20857,optional,key_19750
esco,key_20858,essential,key_20195
esco,key_20858,essential,key_20231
esco,key_20858,optional,key_19504
esco,key_20859,essential,key_19535
esco,key_20859,optional,key_20217
esco,key_20860,essential,key_19875
esco,key_20860,essential,key_20349
esco,key_20860,optional,key_20157
esco,key_20860,optional,key_19543
esco,key_20860,optional,key_19830
esco,key_20861,essential,key_20228
esco,key_20862,essential,key_19847
esco,key_20862,optional,key_19860
esco,key_20862,optional,key_20034
esco,key_20862,optional,key_20228
esco,key_20865,essential,key_19701
esco,key_20865,essential,key_19764
esco,key_20865,optional,key_20410
esco,key_20866,essential,key_19590
esco,key_20866,essential,key_19636
esco,key_20866,essential,key_20002
esco,key_20867,essential,key_19937
esco,key_20868,essential,key_19817
esco,key_20868,essential,key_20317
esco,key_20868,optional,key_20154
esco,key_20869,essential,key_20420
esco,key_20869,optional,key_20216
esco,key_20870,essential,key_19759
esco,key_20871,essential,key_19500
esco,key_20872,essential,key_20282
esco,key_20872,optional,key_19784
esco,key_20872,optional,key_19942
esco,key_20872,optional,key_20386
esco,key_20873,essential,key_19646
esco,key_20873,optional,key_19991
esco,key_20874,essential,key_20417
esco,key_20875,essential,key_19704
esco,key_20875,optional,key_19960
esco,key_20875,optional,key_20331
esco,key_20876,essential,key_19590
esco,key_20876,essential,key_19636
esco,key_20876,essential,key_20002
esco,key_20877,essential,key_20022
esco,key_20877,essential,key_19559
esco,key_20877,essential,key_20185
esco,key_20877,essential,key_20350
esco,key_20877,optional,key_19966
esco,key_20877,optional,key_20111
esco,key_20877,optional,key_20400
esco,key_20878,essential,key_19777
esco,key_20878,essential,key_19906
esco,key_20879,optional,key_19759
esco,key_20880,essential,key_20417
esco,key_20880,essential,key_19646
esco,key_20880,optional,key_19500
esco,key_20880,optional,key_19516
esco,key_20880,optional,key_19860
esco,key_20881,essential,key_20370
esco,key_20881,optional,key_19797
esco,key_20882,optional,key_19499
esco,key_20882,optional,key_19541
esco,key_20882,optional,key_20041
esco,key_20882,optional,key_20331
esco,key_20884,essential,key_19807
esco,key_20884,essential,key_19870
esco,key_20884,optional,key_19545
esco,key_20884,optional,key_19616
esco,key_20884,optional,key_20195
esco,key_20885,essential,key_19590
esco,key_20885,essential,key_19636
esco,key_20885,essential,key_20002
esco,key_20886,optional,key_19444
esco,key_20886,optional,key_19590
esco,key_20887,essential,key_19983
esco,key_20889,essential,key_19542
esco,key_20889,essential,key_19556
esco,key_20889,essential,key_19665
esco,key_20889,essential,key_19872
esco,key_20889,essential,key_20037
esco,key_20889,essential,key_20204
esco,key_20889,essential,key_20300
esco,key_20889,optional,key_19734
esco,key_20890,essential,key_19873
esco,key_20890,optional,key_19545
esco,key_20890,optional,key_19795
esco,key_20891,essential,key_19655
esco,key_20891,essential,key_20139
esco,key_20891,optional,key_19646
esco,key_20891,optional,key_20154
esco,key_20892,essential,key_20016
esco,key_20892,essential,key_19504
esco,key_20892,optional,key_19658
