"OCCUPATIONTYPE","OCCUPATIONID","RELATIONTYPE","SKILLID","SIGNALLINGVALUELABEL","SIGNALLINGVALUE"
"escooccupation","key_22741","essential","key_20228","",""
"escooccupation","key_22742","essential","key_19833","",""
"escooccupation","key_22742","essential","key_19834","",""
"escooccupation","key_22742","optional","key_19886","",""
"escooccupation","key_22742","optional","key_19624","",""
"escooccupation","key_22743","essential","key_19827","",""
"escooccupation","key_22743","optional","key_20146","",""
"escooccupation","key_22743","optional","key_20241","",""
"escooccupation","key_22744","essential","key_19731","",""
"escooccupation","key_22744","essential","key_20386","",""
"escooccupation","key_22744","optional","key_19904","",""
"escooccupation","key_22744","optional","key_19451","",""
"escooccupation","key_22744","optional","key_19865","",""
"escooccupation","key_22744","optional","key_19942","",""
"escooccupation","key_22745","essential","key_19633","",""
"escooccupation","key_22745","essential","key_19916","",""
"escooccupation","key_22745","essential","key_20024","",""
"escooccupation","key_22745","optional","key_19884","",""
"escooccupation","key_22746","essential","key_19983","",""
"escooccupation","key_22746","essential","key_19855","",""
"escooccupation","key_22746","essential","key_20386","",""
"escooccupation","key_22746","essential","key_20409","",""
"escooccupation","key_22746","optional","key_19942","",""
"escooccupation","key_22746","optional","key_20234","",""
"escooccupation","key_22747","essential","key_20049","",""
"escooccupation","key_22747","optional","key_19536","",""
"escooccupation","key_22747","optional","key_20154","",""
"escooccupation","key_22749","essential","key_19747","",""
"escooccupation","key_22749","essential","key_20088","",""
"escooccupation","key_22749","essential","key_20279","",""
"escooccupation","key_22749","optional","key_20408","",""
"escooccupation","key_22749","optional","key_20220","",""
"escooccupation","key_22750","essential","key_20049","",""
"escooccupation","key_22750","optional","key_19536","",""
"escooccupation","key_22750","optional","key_20154","",""
"escooccupation","key_22751","essential","key_19857","",""
"escooccupation","key_22751","optional","key_19432","",""
"escooccupation","key_22752","optional","key_20085","",""
"escooccupation","key_22753","essential","key_20154","",""
"escooccupation","key_22754","essential","key_20056","",""
"escooccupation","key_22754","essential","key_19458","",""
"escooccupation","key_22754","essential","key_19730","",""
"escooccupation","key_22754","essential","key_20096","",""
"escooccupation","key_22755","essential","key_19719","",""
"escooccupation","key_22756","essential","key_19448","",""
"escooccupation","key_22756","essential","key_19559","",""
"escooccupation","key_22756","essential","key_19725","",""
"escooccupation","key_22756","essential","key_19999","",""
"escooccupation","key_22756","essential","key_20017","",""
"escooccupation","key_22756","essential","key_20243","",""
"escooccupation","key_22756","optional","key_19977","",""
"escooccupation","key_22756","optional","key_20185","",""
"escooccupation","key_22756","optional","key_20241","",""
"escooccupation","key_22757","essential","key_20388","",""
"escooccupation","key_22757","optional","key_20016","",""
"escooccupation","key_22757","optional","key_20082","",""
"escooccupation","key_22757","optional","key_19590","",""
"escooccupation","key_22757","optional","key_19860","",""
"escooccupation","key_22760","essential","key_19526","",""
"escooccupation","key_22760","essential","key_19937","",""
"escooccupation","key_22760","essential","key_20414","",""
"escooccupation","key_22760","essential","key_19532","",""
"escooccupation","key_22760","optional","key_20312","",""
"escooccupation","key_22761","essential","key_20151","",""
"escooccupation","key_22762","essential","key_19642","",""
"escooccupation","key_22762","essential","key_19590","",""
"escooccupation","key_22762","essential","key_19907","",""
"escooccupation","key_22762","essential","key_20217","",""
"escooccupation","key_22762","essential","key_20222","",""
"escooccupation","key_22763","essential","key_19960","",""
"escooccupation","key_22763","optional","key_19590","",""
"escooccupation","key_22763","optional","key_19758","",""
"escooccupation","key_22763","optional","key_20217","",""
"escooccupation","key_22763","optional","key_20311","",""
"escooccupation","key_22764","essential","key_19614","",""
"escooccupation","key_22764","essential","key_20396","",""
"escooccupation","key_22764","essential","key_19552","",""
"escooccupation","key_22764","essential","key_19557","",""
"escooccupation","key_22764","essential","key_19633","",""
"escooccupation","key_22764","essential","key_20024","",""
"escooccupation","key_22764","essential","key_20149","",""
"escooccupation","key_22764","essential","key_20154","",""
"escooccupation","key_22764","optional","key_19916","",""
"escooccupation","key_22764","optional","key_20096","",""
"escooccupation","key_22765","essential","key_19590","",""
"escooccupation","key_22765","essential","key_19636","",""
"escooccupation","key_22765","essential","key_20002","",""
"escooccupation","key_22766","essential","key_20228","",""
"escooccupation","key_22767","optional","key_19878","",""
"escooccupation","key_22768","essential","key_19827","",""
"escooccupation","key_22768","essential","key_19451","",""
"escooccupation","key_22768","essential","key_19865","",""
"escooccupation","key_22768","optional","key_19601","",""
"escooccupation","key_22768","optional","key_19860","",""
"escooccupation","key_22769","essential","key_19784","",""
"escooccupation","key_22769","essential","key_20386","",""
"escooccupation","key_22769","optional","key_19451","",""
"escooccupation","key_22769","optional","key_19865","",""
"escooccupation","key_22769","optional","key_19942","",""
"escooccupation","key_22770","essential","key_19784","",""
"escooccupation","key_22770","essential","key_19942","",""
"escooccupation","key_22770","essential","key_20386","",""
"escooccupation","key_22770","optional","key_19886","",""
"escooccupation","key_22771","essential","key_19959","",""
"escooccupation","key_22771","optional","key_20185","",""
"escooccupation","key_22772","essential","key_20386","",""
"escooccupation","key_22773","optional","key_19438","",""
"escooccupation","key_22773","optional","key_20117","",""
"escooccupation","key_22773","optional","key_20301","",""
"escooccupation","key_22773","optional","key_20303","",""
"escooccupation","key_22773","optional","key_20324","",""
"escooccupation","key_22773","optional","key_19480","",""
"escooccupation","key_22773","optional","key_19516","",""
"escooccupation","key_22773","optional","key_19916","",""
"escooccupation","key_22773","optional","key_20070","",""
"escooccupation","key_22773","optional","key_20083","",""
"escooccupation","key_22773","optional","key_20154","",""
"escooccupation","key_22773","optional","key_20166","",""
"escooccupation","key_22773","optional","key_20207","",""
"escooccupation","key_22773","optional","key_20292","",""
"escooccupation","key_22773","optional","key_20311","",""
"escooccupation","key_22774","optional","key_20082","",""
"escooccupation","key_22775","optional","key_19778","",""
"escooccupation","key_22775","optional","key_19974","",""
"escooccupation","key_22775","optional","key_20078","",""
"escooccupation","key_22777","essential","key_20116","",""
"escooccupation","key_22777","optional","key_19827","",""
"escooccupation","key_22777","optional","key_20014","",""
"escooccupation","key_22778","essential","key_19519","",""
"escooccupation","key_22778","optional","key_19714","",""
"escooccupation","key_22779","essential","key_20359","",""
"escooccupation","key_22779","optional","key_20069","",""
"escooccupation","key_22780","optional","key_19600","",""
"escooccupation","key_22780","optional","key_19701","",""
"escooccupation","key_22780","optional","key_20021","",""
"escooccupation","key_22780","optional","key_19435","",""
"escooccupation","key_22780","optional","key_19860","",""
"escooccupation","key_22780","optional","key_19985","",""
"escooccupation","key_22780","optional","key_20185","",""
"escooccupation","key_22780","optional","key_20347","",""
"escooccupation","key_22781","essential","key_19531","",""
"escooccupation","key_22781","essential","key_19598","",""
"escooccupation","key_22782","essential","key_19470","",""
"escooccupation","key_22782","essential","key_20088","",""
"escooccupation","key_22782","optional","key_19648","",""
"escooccupation","key_22782","optional","key_19891","",""
"escooccupation","key_22782","optional","key_20355","",""
"escooccupation","key_22784","essential","key_19833","",""
"escooccupation","key_22784","optional","key_19886","",""
"escooccupation","key_22785","optional","key_19860","",""
"escooccupation","key_22786","essential","key_19429","",""
"escooccupation","key_22786","essential","key_19571","",""
"escooccupation","key_22786","essential","key_19653","",""
"escooccupation","key_22786","essential","key_20102","",""
"escooccupation","key_22786","essential","key_20106","",""
"escooccupation","key_22786","essential","key_20168","",""
"escooccupation","key_22786","essential","key_20386","",""
"escooccupation","key_22786","optional","key_19452","",""
"escooccupation","key_22786","optional","key_19451","",""
"escooccupation","key_22786","optional","key_19865","",""
"escooccupation","key_22786","optional","key_19942","",""
"escooccupation","key_22787","essential","key_19840","",""
"escooccupation","key_22787","essential","key_20282","",""
"escooccupation","key_22787","essential","key_19633","",""
"escooccupation","key_22787","essential","key_19916","",""
"escooccupation","key_22787","essential","key_20024","",""
"escooccupation","key_22787","essential","key_20175","",""
"escooccupation","key_22787","essential","key_20247","",""
"escooccupation","key_22787","essential","key_20316","",""
"escooccupation","key_22787","essential","key_20330","",""
"escooccupation","key_22789","essential","key_19645","",""
"escooccupation","key_22789","optional","key_19458","",""
"escooccupation","key_22789","optional","key_20061","",""
"escooccupation","key_22790","essential","key_20185","",""
"escooccupation","key_22791","optional","key_19474","",""
"escooccupation","key_22791","optional","key_19798","",""
"escooccupation","key_22792","optional","key_19858","",""
"escooccupation","key_22792","optional","key_19662","",""
"escooccupation","key_22792","optional","key_19993","",""
"escooccupation","key_22793","essential","key_19646","",""
"escooccupation","key_22793","essential","key_19654","",""
"escooccupation","key_22793","essential","key_19991","",""
"escooccupation","key_22793","optional","key_19429","",""
"escooccupation","key_22793","optional","key_19475","",""
"escooccupation","key_22793","optional","key_19571","",""
"escooccupation","key_22793","optional","key_19653","",""
"escooccupation","key_22793","optional","key_20102","",""
"escooccupation","key_22793","optional","key_20106","",""
"escooccupation","key_22793","optional","key_20121","",""
"escooccupation","key_22793","optional","key_20168","",""
"escooccupation","key_22793","optional","key_20332","",""
"escooccupation","key_22793","optional","key_19515","",""
"escooccupation","key_22794","essential","key_20034","",""
"escooccupation","key_22794","optional","key_19601","",""
"escooccupation","key_22794","optional","key_20045","",""
"escooccupation","key_22794","optional","key_19590","",""
"escooccupation","key_22794","optional","key_19709","",""
"escooccupation","key_22794","optional","key_19987","",""
"escooccupation","key_22794","optional","key_20154","",""
"escooccupation","key_22794","optional","key_20216","",""
"escooccupation","key_22795","optional","key_19974","",""
"escooccupation","key_22796","essential","key_19642","",""
"escooccupation","key_22796","essential","key_19771","",""
"escooccupation","key_22796","essential","key_19590","",""
"escooccupation","key_22796","essential","key_20217","",""
"escooccupation","key_22798","essential","key_19714","",""
"escooccupation","key_22798","optional","key_19960","",""
"escooccupation","key_22798","optional","key_19860","",""
"escooccupation","key_22799","essential","key_19764","",""
"escooccupation","key_22799","essential","key_19978","",""
"escooccupation","key_22799","essential","key_20140","",""
"escooccupation","key_22799","essential","key_19477","",""
"escooccupation","key_22799","essential","key_19900","",""
"escooccupation","key_22799","optional","key_20160","",""
"escooccupation","key_22800","optional","key_20016","",""
"escooccupation","key_22800","optional","key_20325","",""
"escooccupation","key_22801","essential","key_20177","",""
"escooccupation","key_22802","essential","key_19605","",""
"escooccupation","key_22802","essential","key_19627","",""
"escooccupation","key_22803","essential","key_19741","",""
"escooccupation","key_22803","optional","key_19758","",""
"escooccupation","key_22804","essential","key_19614","",""
"escooccupation","key_22804","essential","key_20336","",""
"escooccupation","key_22804","essential","key_19633","",""
"escooccupation","key_22804","essential","key_19916","",""
"escooccupation","key_22804","essential","key_20024","",""
"escooccupation","key_22804","essential","key_20083","",""
"escooccupation","key_22804","essential","key_20275","",""
"escooccupation","key_22804","optional","key_20282","",""
"escooccupation","key_22806","essential","key_20049","",""
"escooccupation","key_22806","optional","key_19974","",""
"escooccupation","key_22807","essential","key_20267","",""
"escooccupation","key_22808","essential","key_20386","",""
"escooccupation","key_22808","optional","key_19757","",""
"escooccupation","key_22808","optional","key_19451","",""
"escooccupation","key_22808","optional","key_19865","",""
"escooccupation","key_22808","optional","key_19942","",""
"escooccupation","key_22810","essential","key_19614","",""
"escooccupation","key_22811","essential","key_20126","",""
"escooccupation","key_22811","optional","key_20016","",""
"escooccupation","key_22811","optional","key_19504","",""
"escooccupation","key_22812","essential","key_20370","",""
"escooccupation","key_22812","essential","key_20386","",""
"escooccupation","key_22812","optional","key_19451","",""
"escooccupation","key_22812","optional","key_19865","",""
"escooccupation","key_22812","optional","key_19942","",""
"escooccupation","key_22813","essential","key_20359","",""
"escooccupation","key_22813","essential","key_19425","",""
"escooccupation","key_22813","essential","key_19590","",""
"escooccupation","key_22813","optional","key_19465","",""
"escooccupation","key_22813","optional","key_19910","",""
"escooccupation","key_22814","essential","key_19535","",""
"escooccupation","key_22814","essential","key_20154","",""
"escooccupation","key_22814","optional","key_19536","",""
"escooccupation","key_22814","optional","key_19988","",""
"escooccupation","key_22815","essential","key_20154","",""
"escooccupation","key_22815","optional","key_19810","",""
"escooccupation","key_22817","essential","key_20153","",""
"escooccupation","key_22817","essential","key_19424","",""
"escooccupation","key_22817","essential","key_19933","",""
"escooccupation","key_22818","essential","key_19451","",""
"escooccupation","key_22818","essential","key_19865","",""
"escooccupation","key_22818","essential","key_20034","",""
"escooccupation","key_22818","optional","key_19564","",""
"escooccupation","key_22818","optional","key_19673","",""
"escooccupation","key_22818","optional","key_20191","",""
"escooccupation","key_22818","optional","key_20216","",""
"escooccupation","key_22819","essential","key_19652","",""
"escooccupation","key_22819","essential","key_19933","",""
"escooccupation","key_22819","essential","key_20232","",""
"escooccupation","key_22820","optional","key_19664","",""
"escooccupation","key_22821","essential","key_19857","",""
"escooccupation","key_22821","essential","key_20407","",""
"escooccupation","key_22821","optional","key_20222","",""
"escooccupation","key_22822","essential","key_19590","",""
"escooccupation","key_22822","optional","key_20217","",""
"escooccupation","key_22823","essential","key_19531","",""
"escooccupation","key_22823","essential","key_20345","",""
"escooccupation","key_22824","essential","key_19516","",""
"escooccupation","key_22824","optional","key_19764","",""
"escooccupation","key_22824","optional","key_19937","",""
"escooccupation","key_22824","optional","key_20156","",""
"escooccupation","key_22824","optional","key_19435","",""
"escooccupation","key_22824","optional","key_19590","",""
"escooccupation","key_22824","optional","key_19646","",""
"escooccupation","key_22824","optional","key_19663","",""
"escooccupation","key_22824","optional","key_19985","",""
"escooccupation","key_22824","optional","key_20018","",""
"escooccupation","key_22824","optional","key_20060","",""
"escooccupation","key_22824","optional","key_20090","",""
"escooccupation","key_22824","optional","key_20216","",""
"escooccupation","key_22824","optional","key_20217","",""
"escooccupation","key_22824","optional","key_20279","",""
"escooccupation","key_22825","essential","key_20346","",""
"escooccupation","key_22825","optional","key_19427","",""
"escooccupation","key_22827","optional","key_19510","",""
"escooccupation","key_22827","optional","key_20240","",""
"escooccupation","key_22828","essential","key_19642","",""
"escooccupation","key_22828","essential","key_19590","",""
"escooccupation","key_22828","essential","key_20217","",""
"escooccupation","key_22829","essential","key_19886","",""
"escooccupation","key_22829","optional","key_19797","",""
"escooccupation","key_22829","optional","key_20272","",""
"escooccupation","key_22830","essential","key_19847","",""
"escooccupation","key_22830","essential","key_20288","",""
"escooccupation","key_22830","optional","key_19860","",""
"escooccupation","key_22830","optional","key_20034","",""
"escooccupation","key_22830","optional","key_20228","",""
"escooccupation","key_22832","essential","key_19590","",""
"escooccupation","key_22832","essential","key_19959","",""
"escooccupation","key_22832","optional","key_19481","",""
"escooccupation","key_22833","essential","key_19659","",""
"escooccupation","key_22834","essential","key_19933","",""
"escooccupation","key_22834","optional","key_20232","",""
"escooccupation","key_22835","optional","key_19664","",""
"escooccupation","key_22836","essential","key_19819","",""
"escooccupation","key_22836","essential","key_20228","",""
"escooccupation","key_22837","essential","key_20088","",""
"escooccupation","key_22838","essential","key_19663","",""
"escooccupation","key_22838","essential","key_19985","",""
"escooccupation","key_22838","optional","key_19701","",""
"escooccupation","key_22839","essential","key_20355","",""
"escooccupation","key_22840","essential","key_20082","",""
"escooccupation","key_22841","essential","key_19458","",""
"escooccupation","key_22841","essential","key_20096","",""
"escooccupation","key_22841","optional","key_20056","",""
"escooccupation","key_22842","essential","key_19676","",""
"escooccupation","key_22842","essential","key_20154","",""
"escooccupation","key_22842","optional","key_20242","",""
"escooccupation","key_22842","optional","key_19721","",""
"escooccupation","key_22843","optional","key_19654","",""
"escooccupation","key_22844","optional","key_19823","",""
"escooccupation","key_22845","essential","key_20355","",""
"escooccupation","key_22846","essential","key_20408","",""
"escooccupation","key_22846","essential","key_20283","",""
"escooccupation","key_22846","essential","key_20356","",""
"escooccupation","key_22846","optional","key_20068","",""
"escooccupation","key_22846","optional","key_19470","",""
"escooccupation","key_22846","optional","key_19891","",""
"escooccupation","key_22846","optional","key_19936","",""
"escooccupation","key_22846","optional","key_19939","",""
"escooccupation","key_22847","essential","key_20076","",""
"escooccupation","key_22847","optional","key_20160","",""
"escooccupation","key_22848","essential","key_19834","",""
"escooccupation","key_22848","optional","key_19481","",""
"escooccupation","key_22849","essential","key_19673","",""
"escooccupation","key_22849","essential","key_19860","",""
"escooccupation","key_22850","essential","key_19860","",""
"escooccupation","key_22850","optional","key_20154","",""
"escooccupation","key_22850","optional","key_20204","",""
"escooccupation","key_22851","optional","key_20217","",""
"escooccupation","key_22852","essential","key_20417","",""
"escooccupation","key_22852","essential","key_19865","",""
"escooccupation","key_22852","optional","key_19451","",""
"escooccupation","key_22852","optional","key_19602","",""
"escooccupation","key_22853","essential","key_20183","",""
"escooccupation","key_22853","essential","key_20386","",""
"escooccupation","key_22853","optional","key_19451","",""
"escooccupation","key_22853","optional","key_19865","",""
"escooccupation","key_22853","optional","key_19942","",""
"escooccupation","key_22854","essential","key_20196","",""
"escooccupation","key_22854","essential","key_19646","",""
"escooccupation","key_22854","optional","key_19943","",""
"escooccupation","key_22854","optional","key_19980","",""
"escooccupation","key_22854","optional","key_20101","",""
"escooccupation","key_22855","essential","key_19456","",""
"escooccupation","key_22855","optional","key_19786","",""
"escooccupation","key_22855","optional","key_20114","",""
"escooccupation","key_22856","essential","key_19830","",""
"escooccupation","key_22856","essential","key_20241","",""
"escooccupation","key_22856","optional","key_19927","",""
"escooccupation","key_22857","optional","key_19547","",""
"escooccupation","key_22857","optional","key_20122","",""
"escooccupation","key_22859","essential","key_19951","",""
"escooccupation","key_22859","essential","key_20157","",""
"escooccupation","key_22859","essential","key_19531","",""
"escooccupation","key_22860","essential","key_19516","",""
"escooccupation","key_22860","optional","key_20090","",""
"escooccupation","key_22861","essential","key_19526","",""
"escooccupation","key_22861","essential","key_19532","",""
"escooccupation","key_22861","optional","key_20414","",""
"escooccupation","key_22861","optional","key_20331","",""
"escooccupation","key_22862","essential","key_19458","",""
"escooccupation","key_22862","essential","key_20154","",""
"escooccupation","key_22862","essential","key_20179","",""
"escooccupation","key_22862","optional","key_19590","",""
"escooccupation","key_22863","essential","key_20049","",""
"escooccupation","key_22864","essential","key_19667","",""
"escooccupation","key_22864","essential","key_20417","",""
"escooccupation","key_22864","essential","key_20283","",""
"escooccupation","key_22864","optional","key_19973","",""
"escooccupation","key_22865","optional","key_20122","",""
"escooccupation","key_22866","essential","key_19514","",""
"escooccupation","key_22866","essential","key_20150","",""
"escooccupation","key_22866","optional","key_19886","",""
"escooccupation","key_22866","optional","key_19546","",""
"escooccupation","key_22868","essential","key_19830","",""
"escooccupation","key_22869","essential","key_19784","",""
"escooccupation","key_22869","essential","key_19942","",""
"escooccupation","key_22869","essential","key_20386","",""
"escooccupation","key_22869","optional","key_19886","",""
"escooccupation","key_22871","optional","key_20088","",""
"escooccupation","key_22873","essential","key_19833","",""
"escooccupation","key_22875","essential","key_20057","",""
"escooccupation","key_22875","optional","key_20331","",""
"escooccupation","key_22876","essential","key_19590","",""
"escooccupation","key_22876","optional","key_19778","",""
"escooccupation","key_22876","optional","key_19974","",""
"escooccupation","key_22876","optional","key_20217","",""
"escooccupation","key_22876","optional","key_20310","",""
"escooccupation","key_22876","optional","key_20361","",""
"escooccupation","key_22876","optional","key_20382","",""
"escooccupation","key_22877","essential","key_19860","",""
"escooccupation","key_22878","essential","key_20345","",""
"escooccupation","key_22878","optional","key_19531","",""
"escooccupation","key_22878","optional","key_19683","",""
"escooccupation","key_22879","essential","key_20057","",""
"escooccupation","key_22879","optional","key_20331","",""
"escooccupation","key_22880","essential","key_19764","",""
"escooccupation","key_22880","essential","key_19960","",""
"escooccupation","key_22880","essential","key_19516","",""
"escooccupation","key_22880","essential","key_19860","",""
"escooccupation","key_22881","essential","key_19830","",""
"escooccupation","key_22881","optional","key_20273","",""
"escooccupation","key_22882","essential","key_19761","",""
"escooccupation","key_22882","essential","key_20154","",""
"escooccupation","key_22882","essential","key_20217","",""
"escooccupation","key_22884","essential","key_19462","",""
"escooccupation","key_22884","optional","key_19937","",""
"escooccupation","key_22884","optional","key_19830","",""
"escooccupation","key_22884","optional","key_20154","",""
"escooccupation","key_22885","essential","key_19590","",""
"escooccupation","key_22885","essential","key_20107","",""
"escooccupation","key_22885","essential","key_20403","",""
"escooccupation","key_22885","optional","key_19563","",""
"escooccupation","key_22885","optional","key_19687","",""
"escooccupation","key_22885","optional","key_20391","",""
"escooccupation","key_22886","essential","key_19462","",""
"escooccupation","key_22886","essential","key_19483","",""
"escooccupation","key_22886","essential","key_19625","",""
"escooccupation","key_22886","optional","key_20331","",""
"escooccupation","key_22887","optional","key_20269","",""
"escooccupation","key_22888","essential","key_20228","",""
"escooccupation","key_22888","optional","key_19860","",""
"escooccupation","key_22888","optional","key_20314","",""
"escooccupation","key_22888","optional","key_20378","",""
"escooccupation","key_22889","essential","key_19701","",""
"escooccupation","key_22889","essential","key_19764","",""
"escooccupation","key_22889","essential","key_20305","",""
"escooccupation","key_22889","essential","key_19435","",""
"escooccupation","key_22889","essential","key_19663","",""
"escooccupation","key_22889","essential","key_19985","",""
"escooccupation","key_22890","essential","key_19687","",""
"escooccupation","key_22890","essential","key_20386","",""
"escooccupation","key_22891","essential","key_20355","",""
"escooccupation","key_22891","optional","key_20327","",""
"escooccupation","key_22892","essential","key_19590","",""
"escooccupation","key_22892","essential","key_20388","",""
"escooccupation","key_22892","optional","key_19860","",""
"escooccupation","key_22893","essential","key_19566","",""
"escooccupation","key_22894","essential","key_20323","",""
"escooccupation","key_22895","essential","key_19642","",""
"escooccupation","key_22895","essential","key_19590","",""
"escooccupation","key_22895","essential","key_20217","",""
"escooccupation","key_22896","essential","key_20056","",""
"escooccupation","key_22896","essential","key_19458","",""
"escooccupation","key_22896","essential","key_19730","",""
"escooccupation","key_22896","essential","key_20096","",""
"escooccupation","key_22897","essential","key_20022","",""
"escooccupation","key_22897","essential","key_20241","",""
"escooccupation","key_22897","optional","key_20021","",""
"escooccupation","key_22897","optional","key_19860","",""
"escooccupation","key_22898","essential","key_20122","",""
"escooccupation","key_22898","optional","key_19664","",""
"escooccupation","key_22899","essential","key_19910","",""
"escooccupation","key_22899","optional","key_19833","",""
"escooccupation","key_22899","optional","key_19660","",""
"escooccupation","key_22900","essential","key_19432","",""
"escooccupation","key_22900","essential","key_19857","",""
"escooccupation","key_22901","essential","key_19435","",""
"escooccupation","key_22901","optional","key_19617","",""
"escooccupation","key_22902","essential","key_19657","",""
"escooccupation","key_22902","essential","key_19672","",""
"escooccupation","key_22902","essential","key_20012","",""
"escooccupation","key_22902","optional","key_19858","",""
"escooccupation","key_22903","essential","key_19943","",""
"escooccupation","key_22903","optional","key_20384","",""
"escooccupation","key_22903","optional","key_19716","",""
"escooccupation","key_22904","optional","key_19516","",""
"escooccupation","key_22904","optional","key_20325","",""
"escooccupation","key_22905","essential","key_19599","",""
"escooccupation","key_22905","optional","key_19433","",""
"escooccupation","key_22905","optional","key_19853","",""
"escooccupation","key_22906","essential","key_20153","",""
"escooccupation","key_22906","essential","key_20282","",""
"escooccupation","key_22906","essential","key_19424","",""
"escooccupation","key_22906","essential","key_19436","",""
"escooccupation","key_22906","essential","key_19933","",""
"escooccupation","key_22907","optional","key_19590","",""
"escooccupation","key_22908","optional","key_20016","",""
"escooccupation","key_22908","optional","key_20261","",""
"escooccupation","key_22909","essential","key_19516","",""
"escooccupation","key_22910","optional","key_19875","",""
"escooccupation","key_22911","essential","key_19886","",""
"escooccupation","key_22912","essential","key_20317","",""
"escooccupation","key_22912","optional","key_19903","",""
"escooccupation","key_22913","essential","key_20355","",""
"escooccupation","key_22915","essential","key_19499","",""
"escooccupation","key_22915","optional","key_20214","",""
"escooccupation","key_22916","essential","key_19886","",""
"escooccupation","key_22916","essential","key_19959","",""
"escooccupation","key_22916","optional","key_20049","",""
"escooccupation","key_22917","essential","key_20301","",""
"escooccupation","key_22917","essential","key_20166","",""
"escooccupation","key_22917","essential","key_20311","",""
"escooccupation","key_22918","essential","key_20154","",""
"escooccupation","key_22919","essential","key_20155","",""
"escooccupation","key_22919","essential","key_20384","",""
"escooccupation","key_22919","essential","key_19515","",""
"escooccupation","key_22919","essential","key_19646","",""
"escooccupation","key_22919","essential","key_19654","",""
"escooccupation","key_22919","essential","key_19996","",""
"escooccupation","key_22919","optional","key_19429","",""
"escooccupation","key_22919","optional","key_19475","",""
"escooccupation","key_22919","optional","key_19571","",""
"escooccupation","key_22919","optional","key_19653","",""
"escooccupation","key_22919","optional","key_19980","",""
"escooccupation","key_22919","optional","key_20102","",""
"escooccupation","key_22919","optional","key_20106","",""
"escooccupation","key_22919","optional","key_20121","",""
"escooccupation","key_22919","optional","key_20168","",""
"escooccupation","key_22919","optional","key_19590","",""
"escooccupation","key_22920","optional","key_20317","",""
"escooccupation","key_22920","optional","key_19718","",""
"escooccupation","key_22920","optional","key_19991","",""
"escooccupation","key_22920","optional","key_20154","",""
"escooccupation","key_22920","optional","key_20404","",""
"escooccupation","key_22921","essential","key_20122","",""
"escooccupation","key_22922","essential","key_19422","",""
"escooccupation","key_22922","essential","key_19437","",""
"escooccupation","key_22922","optional","key_19960","",""
"escooccupation","key_22923","essential","key_20333","",""
"escooccupation","key_22923","optional","key_19438","",""
"escooccupation","key_22925","optional","key_19590","",""
"escooccupation","key_22926","essential","key_20180","",""
"escooccupation","key_22926","optional","key_20401","",""
"escooccupation","key_22927","optional","key_19646","",""
"escooccupation","key_22927","optional","key_20206","",""
"escooccupation","key_22928","essential","key_20233","",""
"escooccupation","key_22928","optional","key_20016","",""
"escooccupation","key_22929","optional","key_19531","",""
"escooccupation","key_22930","optional","key_19830","",""
"escooccupation","key_22930","optional","key_20273","",""
"escooccupation","key_22931","essential","key_19943","",""
"escooccupation","key_22931","essential","key_19646","",""
"escooccupation","key_22931","essential","key_19654","",""
"escooccupation","key_22931","optional","key_19429","",""
"escooccupation","key_22931","optional","key_19571","",""
"escooccupation","key_22931","optional","key_19653","",""
"escooccupation","key_22931","optional","key_19973","",""
"escooccupation","key_22931","optional","key_20102","",""
"escooccupation","key_22931","optional","key_20106","",""
"escooccupation","key_22931","optional","key_20121","",""
"escooccupation","key_22931","optional","key_20168","",""
"escooccupation","key_22931","optional","key_19991","",""
"escooccupation","key_22931","optional","key_20344","",""
"escooccupation","key_22932","optional","key_19664","",""
"escooccupation","key_22933","essential","key_19519","",""
"escooccupation","key_22933","optional","key_19714","",""
"escooccupation","key_22934","essential","key_20133","",""
"escooccupation","key_22934","essential","key_20251","",""
"escooccupation","key_22935","essential","key_19614","",""
"escooccupation","key_22935","essential","key_19552","",""
"escooccupation","key_22936","essential","key_20154","",""
"escooccupation","key_22936","optional","key_19830","",""
"escooccupation","key_22936","optional","key_20101","",""
"escooccupation","key_22937","essential","key_19849","",""
"escooccupation","key_22937","essential","key_20154","",""
"escooccupation","key_22938","essential","key_19633","",""
"escooccupation","key_22938","optional","key_20024","",""
"escooccupation","key_22939","optional","key_19577","",""
"escooccupation","key_22940","essential","key_19458","",""
"escooccupation","key_22940","essential","key_20154","",""
"escooccupation","key_22940","essential","key_20179","",""
"escooccupation","key_22941","optional","key_19459","",""
"escooccupation","key_22941","optional","key_19492","",""
"escooccupation","key_22941","optional","key_19690","",""
"escooccupation","key_22941","optional","key_20122","",""
"escooccupation","key_22942","essential","key_19514","",""
"escooccupation","key_22942","essential","key_20150","",""
"escooccupation","key_22942","optional","key_19886","",""
"escooccupation","key_22942","optional","key_19546","",""
"escooccupation","key_22943","essential","key_20330","",""
"escooccupation","key_22943","optional","key_19840","",""
"escooccupation","key_22944","essential","key_19902","",""
"escooccupation","key_22945","optional","key_19516","",""
"escooccupation","key_22945","optional","key_19590","",""
"escooccupation","key_22945","optional","key_20365","",""
"escooccupation","key_22946","essential","key_20204","",""
"escooccupation","key_22946","optional","key_20147","",""
"escooccupation","key_22946","optional","key_20257","",""
"escooccupation","key_22947","optional","key_19907","",""
"escooccupation","key_22947","optional","key_20407","",""
"escooccupation","key_22948","essential","key_19737","",""
"escooccupation","key_22948","essential","key_19784","",""
