ORIGINURI,ID,UUIDHISTORY,ISCOGROUPCODE,CODE,PREFERREDLABEL,ALTLABELS,DESCRIPTION,DEFINITION,SCOPENOTE,REGULATEDPROFESSIONNOTE,OCCUPATIONTYPE,ISLOCALIZED
http://data.europa.eu/esco/occupation/891af43e-0946-4fa9-8115-a2b9be849cb0,key_16839,d3e3d926-8219-4dcd-aa47-51d3631c953f,3331,3331.2.1.34,import export specialist in watches and jewellery,"assistant import export specialist in watches and jewellery
trainee import specialist in watches and jewellery
customs compliance specialist in watches and jewellery
senior export specialist in watches and jewellery
graduate import specialist in watches and jewellery
trainee import export specialist in watches and jewellery
trainee export specialist in watches and jewellery
assistant import specialist in watches and jewellery
senior import export specialist in watches and jewellery
import export specialist in watches and jewelry
graduate import export specialist in watches and jewellery
assistant export specialist in watches and jewellery
graduate export specialist in watches and jewellery
international trade compliance specialist in watches and jewellery
senior import specialist in watches and jewellery",Import export specialists in watches and jewellery have and apply deep knowledge of import and export goods including customs clearance and documentation.,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/89330b57-6a30-40e1-b623-50f47a4b0c34,key_16840,ddca7c8a-6c49-4df3-bfd5-7370c1db3890,2411,2411.1.10,grants management officer,"grants management officer
proposals manager
grants officer","Grants management officers work professionally in the administration and management of grant funds. They look at grant applications from individuals, charities, community groups or university research departments and decide whether to award funding given out by charitable trusts, government or public bodies or not. However, sometimes they may refer the grant application to a senior officer or committee. 
 ",,"Excludes <a resource=""http://data.europa.eu/esco/occupation/bb4ca5c1-879d-44e8-840d-24f320206bff"" typeOf=""http://data.europa.eu/esco/model#Occupation"" href=""http://data.europa.eu/esco/occupation/bb4ca5c1-879d-44e8-840d-24f320206bff""><span property=""http://www.w3.org/2000/01/rdf-schema#label"" xml:lang=""en"">grant administrators</span></a>.",http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/89860c2a-d217-432a-8636-84aa17f09c15,key_16841,284e0da5-9783-47bd-b673-62f7cc6c55f6,2145,2145.1.6,gas production engineer,"gas production engineering expert
gas production engineering specialist
gas production technology engineering consultant
gas production technology engineering adviser
gas production technology engineer
gas production engineering consultant
gas production engineering adviser
petroleum production engineer
gas production engineer
gas production technology engineering specialist
gas production engineers
gas production technology engineering expert","Gas production engineers develop methods to optimise the extraction and production of gas for energy and utilities. They design systems for gas production, supervise production operations and develop improvements on existing systems.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/898f99f7-8c0a-4212-9e58-9ab00379e5ae,key_16842,5154dd89-3723-4c50-8e70-96689b4da238,7223,7223.7,fitter and turner,"tool turner
tool engineering fitter
machine tool turner
assembly line turner
assembly line fitter
tool and die fitter
tool engineering turner
machine tool fitter
electrical turner
tool and die turner
tool fitter
engineering turner
fitter and turner",Fitters and turners use machine tools to create and modify metal parts according to set specifications in order to fit components for machinery. They ensure the finished components are ready for assembly.,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/89a0af2a-edf4-4d1a-8526-f4a8f476cea2,key_16843,b4445494-d72a-4a25-8fdf-e8436be126cb,3435,3435.11,location manager,"location manager
film location coordinator
film and TV location manager
location director
film location manager
TV location manager
location coordinator
location scout
series location manager
set location manager
film & TV location manager
location assistant","Location managers are responsible for procuring locations for filming outside of the studio and all the logistics this includes. They negotiate site use, and manage and maintain the site during shooting. Location managers manage the safety and security of the film crew on site.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/89a3b3af-7264-4e00-9a14-21e5fbd4ee87,key_16844,63f51d24-4ef2-4ead-b34c-3bb6cbd250dd,2330,2330.1.7,geography teacher secondary school,"secondary school teacher of geography
geographical studies teacher in secondary school
geography teacher high school
secondary school geography tutor
geography tutor secondary school
teacher of geography in secondary schools
high school geography teacher
geographical studies high school teacher
geography teacher","Geography teachers at secondary schools provide education toÂ students, commonly children and young adults, in aÂ secondary school setting. They are usually subject teachers, specialised and instructing in their own field of study, geography. They prepare lesson plans and materials, monitor the studentsâ progress, assist individually when necessary, and evaluate the studentsâ knowledge and performance on the subject of geographyÂ through assignments, tests and examinations.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/89a6d6e5-8362-4b99-b745-1c68bffbda77,key_16845,41865bca-7a26-4280-8f5f-acc5d150a5ef,7126,7126.9,septic tank servicer,"septic tank servicer
septic tank cleaner
septic tank emptying machine operator
septic tank emptying machine worker
septic tank emptier
septic tank service operator
septic tank repairer
septic tank emptying machine operative
septic tank service worker","Septic tank servicers clean and maintain septic systems. They repair damages and faults, and ensure the tanks are cleaned and maintained, operating cleaning and maintenance machinery, in compliance with safety procedures.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/89b85c45-ddc7-4fe1-be5a-d3db2be11f3b,key_16846,a4f017cb-1607-4397-9e5d-c3df7563f792,2434,2434.1,ICT account manager,"IT account manager
ICT account manager
ICT key account manager
IT key account manager
ICT account managers","ICT account managers build business relationships with customers to facilitate the sale of hardware, software, telecommunications or ICT services. They also identify opportunities and manage sourcing and delivery of products to customers. They achieve sales targets and maintain profitability.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/89b87aa2-4008-4cc7-96f8-e2b5ffe59f28,key_16847,80754c80-850b-4f07-9e6f-a994bd83d1eb,2133,2133.5,ecologist,"ecologist
environmental scientist
ecologists
conservationist ecologist
wildlife ecologist
conservationist scientist
aquaculture ecologist","Ecologists carry out assessments of the health and distribution of organisms, namely people, plants, and animals, and the relationship between organisms and their environment. Ecologists usually have a specialisation area, e.g. freshwater, marine, terrestrial, fauna, and flora about which they conduct research and perform related tasks. ",,"Work includes the analysis and testing of living organisms, the development and application of processes resulting from research in areas such as natural resource management, environmental protection and microbiology.",http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/8a007cd3-ba40-4c55-b238-587bd59e74b2,key_16848,2a5b75a6-4153-4a75-b475-9cc5bab51e5a,7313,7313.1.2,goldsmith,"goldsmiths
gold jewellery fabricator
gold ring fabricator
gold jewel smith
gold ring maker
gold earrings maker
gold jewellery maker
goldsmith
silver smith
boutique goldsmith
gold earrings fabricator","Goldsmiths design, manufacture and sell jewellery. They also adjust, repair and appraise gems and jewellery for customers using experience in the working of gold and other precious metals.  
 ",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/8a0c1556-f616-4d41-a03c-8a093a644807,key_16849,7e2a8ca5-e46f-44bd-b0fb-f617343454a8,3119,3119.16.2,footwear quality technician,"footwear quality engineer
footwear quality control technician
footwear quality analyst
footwear quality technician","Footwear quality technicians manage all the standards and techniques related to processes and products. They perform tasks using quality systems based on national and international standards. They analyse and interpret the results, prepare reports, advise on corrective measures, contribute to the achievement of requirements and objectives for the benefit of continuous improvement and customer satisfaction.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/8a3498c7-470a-4067-b48e-f330d9b702e8,key_16850,8d3ca9e2-01de-4060-8b43-afb94e36b9ee,3311,3311.2.4.1,securities underwriter,"security underwriter
securities administrator
securities underwriter
distribution administrator",Securities underwriters administer the distribution activities of new securities from a business company. They work in close connection with the issuing body of the securities in order to establish the price and buys and sells them to other investors. They receive underwriting fees from their issuing clients.,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/8a42240b-2b5c-4f6f-8787-f0547fbc46c5,key_16851,162c5824-78d3-409c-bf3b-1d8870353cdc,3153,3153.2.5,private pilot,"light aircraft pilot
pilot of light aircraft
light aircraft charter pilot
light air craft charter pilot
private airplane pilot
private aircraft captain
pilot of light air-craft
pilot of private aeroplanes
non commercial flights pilot
pilot of private aircraft
air-taxi pilot
charter pilot
private aeroplane captain
private pilot
private aeroplane pilot
corporate pilot
air taxi pilot
private airplane captain",Private pilots operate non-commercial airplanes for leisure with a limited amount of seats and engine horsepower. They also provide private transport for people.,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/8a451ae2-3c31-4f35-90af-6275b1b02f93,key_16852,862205ab-613b-434b-ad74-a2c1ab0e9162,2654,2654.1.6,stage director,"theatre director
scene director
stage director
circus director
stage supervisor
theater director",Stage directors oversee and orchestrate the mounting of a performance production by unifying various endeavours and aspects of a theatrical production. They ensure the quality and completeness of the theatrical production and lead the members of the creative team into realising their artistic vision for it. ,,"Includes people working in a play, an opera, a musical, a circus show or a devised piece of work.",http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/8a53f8d3-d995-4c7b-a70d-d79f76bdcb3f,key_16853,30a2192f-ddc1-4c35-8b47-0174da7768df,2265,2265.1,dietitian,"public health nutritionist
specialist dietician
dietician
dietitian","Dietitians assess specific nutritional requirements of populations or individuals throughout their lives and translate this into advice which will maintain, reduce risk to, or restore people’s health. Using evidence-based approaches, dietitians work to empower individuals, families and groups to provide or select food which is nutritionally adequate, safe, tasty and sustainable. Beyond healthcare, dietitians improve the nutritional environment for all through governments, industry, academia and research.",,Includes people performing education activities to develop healthy and balanced food habits in people's daily lives.,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/8a87e8b3-aecf-48a7-9837-4e022c3b9bb9,key_16854,3401254f-cc76-4d5e-a3bd-78c9378b5e86,3111,3111.1.1,chromatographer,"high performance liquid chromatographer
thin layer chromatographer
chromatography machine operative
chromatography machine operator
mass spectrometry specialist
ion-exchange chromatographer
chromatographer
chromatography technician
gas chromatographer
mass spectrometry technician
LC-MS specialist
liquid chromatographer
chromatography machine technician
gel permeation chromatographer","Chromatographers apply the corresponding chromatography techniques (such as gas, liquid or ion exchange techniques) to identify and analyse samples' chemical compounds. They calibrate and maintain the chromatography machinery and prepare the equipment and solutions. Chromatographers may also develop and apply new chromatography methods according to samples and chemical compounds that need to be analysed.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/8a925aca-f636-437c-8962-5deae170e246,key_16855,5c68d017-bd7d-42c4-97e6-f1cc92a9ff77,2141,2141.2,food and beverage packaging technologist,"food and beverage packaging technologist
food and beverage packaging expert
food and beverage packaging specialist
food and drinks packaging technologist
food and drinks packaging expert",Food and beverage packaging technologists assess appropiate packaging for various food products. They manage matters in relation to packaging while ensuring customer specifications and company targets. They develop packaging projects as required.,,Excludes people performing commercial tasks.,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/8ae1e637-840b-4be0-a5df-8653375d8949,key_16856,9437a047-6fa9-46e5-b802-adf85078af20,3112,3112.1.9,landfill supervisor,"solid waste collection supervisor
solid waste disposal supervisor
waste disposal compliance supervisor
waste disposal site compliance supervisor
landfill supervisor
waste treatment equipment supervisor
solid waste processing supervisor
solid waste remediation supervisor
landfill site supervisor
waste sortation supervisor
solid waste treatment supervisor","Landfill supervisors coordinate the activities and operations of landfills and landfill staff. They research legislation concerning waste management and ensure the operations of the landfill are compliant, and direct waste disposal operations.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/8afab6c4-6145-4ea1-a0ae-d2c3438bda7e,key_16857,02062bcd-b36d-4204-acd6-1a740b96a24a,7214,7214.2,shipwright,"ship repair engineer
boatbuilder
shipbuilder
boat construction worker
boat repair engineer
boat fitter
boatfitter
boat repairer
ship repairer
ship construction worker
shipfitter
boat builder
ship fitter
submarine shipwright
ship builder
shipwright
naval vessel shipwright
naval engineer/shipwright","Shipwrights build and repair small type of water vessels from pleasure craft to naval vessels. They prepare preliminary sketches and create templates. They use hand and power tools to construct smaller boat themselves or supervise a team of shipbuilders. They also construct cradles and slipways for the ship’s construction, transportation, launching and slipping. Depending on the vessels, they might work with different materials such as metal, wood, fibreglass, aluminium etc.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/8b128a08-606f-4bb1-806e-07e0ed98b40e,key_16858,8724169e-cf53-43ab-bcde-1b1747442d0b,2310,2310.1.39,space science lecturer,"higher education space science teacher
professor of astrophysics
university space science teacher
space science instructor
professor of planetary science
space sciences lector
space science lector
lecturer in space science
space science docent
lector in space science
lecturer in space sciences
space science lecturer
university lecturer in space science
space science professor
professor of astronomy
lector in space sciences
senior lecturer in space science
space science teacher
university space science lecturer","Space science lecturers are subject professors, teachers, or lecturers who instruct students who have obtained an upper secondary education diploma in their own specialised field of study, space science, which is predominantly academic in nature. They work with their university research assistants and university teaching assistants for the preparation of lectures and of exams, grading papers and leading review and feedback sessions for the students. They also conduct academic research in their field of space science, publish their findings and liaise with other university colleagues.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/8b26eec6-7497-4218-8364-9b5983b04ae7,key_16859,985e6942-c0ea-4048-87ae-b3a32487a36c,1219,1219.3,defence administration officer,"defence administration manager
administration manager of defence
administration officer of defence
civil servant
defense administration officer","Defence administration officers perform managerial duties and administrative tasks in defense institutions, such as maintenance of records, management of staff, and handling of accounts.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/8b273f5e-bdc5-4b73-80bd-3e324a20309b,key_16860,cf481335-8cb5-443b-97ee-b5dd9b2ba3b3,8131,8131.2.3,paint mixer,"paint production assistant
paint maker
paint mixer operative
paint mixer
paint mixer worker
maker of paint
paint production worker
paint mixer operator","Paint mixers operate and maintain machines that mix lacquers, solvents and paints in order to produce paint, making sure the end product is according to the specified formula.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/8b2d562c-8407-49cd-9843-636c352b8c82,key_16861,531c03f8-804d-41a7-b2d8-f76b619894fb,7316,7316.3,metal engraver,"precious metal engraver
engraving drill operative
engraving mill operative
engraving mill operator
hand metal engraver
engraving drill operator
metal hand engraver
engraving set up technician
engraving drilling operative
engraving set-up operative
engraving set up operative
engraving set-up operator
engraving drill technician
engraving set-up technician
engraving set up operator
engraving mill technician
metal engraver","Metal engravers make incisions of a design onto a metal surface by carving grooves into it, usually for decorative purposes, including metal weaponry. To cut the design into the surface they use tools such as gravers or burins. 
 
 ",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/8b304664-ba25-45fe-a5bf-80c727943a86,key_16862,c4fe3196-3eae-4d75-b17a-987def28a7bb,6112,6112.6,vineyard manager,"vineyard manager
manager of a vineyard
manager of a winery
winery manager"," Vineyard managers orchestrate the conduct of the vineyard and the winery, in some cases also the  administration and marketing. 
",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/8b490c1a-2f8c-4693-bcfa-ecfc88838a8e,key_16863,cd9cb4ff-515a-4d2f-8d12-d6c8b437283f,3115,3115.1.12,motor vehicle engine inspector,motor vehicle engine inspector,"Motor vehicle engine inspectors inspect diesel, gas, petrol and electric engines used for cars, buses, trucks etc. in assembly facilities such as factories and mechanic shops to ensure compliance with safety standards and regulations. They conduct routine, post-overhaul, pre-availability and post-casualty inspections. They provide documentation for repair activities and technical support to maintenance and repair centres. They review administrative records, analyse the operating performance of engines and report their findings.",,"Excludes <a resource=""http://data.europa.eu/esco/occupation/b50ae5f6-3f67-4cc7-92bb-6cec7214bfc4"" typeOf=""http://data.europa.eu/esco/model#Occupation"" href=""http://data.europa.eu/esco/occupation/b50ae5f6-3f67-4cc7-92bb-6cec7214bfc4""><span property=""http://www.w3.org/2000/01/rdf-schema#label"" xml:lang=""en"">motor vehicle engine tester</span></a>.",http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/8b6388a4-4904-471b-9331-d3b1211f5525,key_16864,416fa0ea-6bd8-43e3-84a4-76f328e2012e,1330,1330.7,ICT project manager,"ICT project managers
web project manager
IT project manager
ICT project manager
IT projects manager
web projects manager","ICT project managers schedule, control and direct the resources, people, funding and facilities to achieve the objectives of ICT projects. They establish budgets and timelines, perform risk analysis and quality management, and complete project closure reports.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/8b828b9f-e41a-48d1-9d35-2c4378279a79,key_16865,94320586-eaf5-4aef-86e0-528a5b8f65a6,3119,3119.13,pipeline compliance coordinator,"roadside pipeline coordinator
pipeline compliance inspector
pipeline compliance coordinator
pipeline safety inspector
pipeline inspector
pipeline compliance and safety inspector
pipeline compliance and safety coordinator
pipeline safety coordinator","Pipeline compliance coordinators track, compile and summarise all the compliance and conformance activities in pipeline infrastructures and fields. They ensure that works are carried out within regulatory frameworks. They strive to develop and implement compliance policies and recommend ways to minimize risk. They inspect sites, collect evidence, and report compliance needs to the management.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/8b8ae0a5-342c-43ae-b856-e1fea6fd6d1c,key_16866,4607c2bd-4a25-4494-9600-6cc63b221e83,7412,7412.10,power tool repair technician,"power tool equipment inspector
power tool repair technician
power compressor repairman
machine repairer
power tool repairman
power tool equipment repairer
power compressor mechanic
power tool craftsman
power tool equipment operative
power compression repairer
tool repair technician
power compressor inspector
machine tool repair technician
power tool maintainer
power tool equipment operator
power tool maintenance operative
tool repair inspector
power tool mechanic
power tool maintenance worker
hand tool repair technician","Power tool repair technicians identify defects and repair electrically powered tools such as drills, chainsaws, lawn mowers and grinding machines. They disassemble, test and replace defective parts in tools. Power tools repair technicians advise customers on maintenance products and methods for their equipment. They may sell such products.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/8b97d85f-4a7a-4908-aa72-9c947c0cb0cd,key_16867,9becf8bb-4222-41f9-a074-a8bb4c5fc40b,7318,7318.1,carpet handicraft worker,"traditional carpet worker
carpet maker
handicraft worker, carpets
carpet weaver
traditional carpet maker
hand carpet maker
handemade carpet worker
carpet worker
carpet handicraft worker","Carpet handicraft workers use handicraft techniques to create textile floor coverings. They create carpets and rugs from wool or other textiles using traditional crafting techniques. They can use diverse methods such as weaving, knotting or tufting to create carpets of different styles.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/8b98dbc3-11f7-4720-86de-dcecee368be1,key_16868,2620add0-2c6f-4194-a927-56c5ec276774,8142,8142.1,blow moulding machine operator,"plastic process machine operator
plastics production machine operative
plastics process machine operative
blow moulding technician
plastic blow molding machine operator
plastic blow moulding machine operator
blow moulding machine operative
plastic blow moulding machine operative
blow molding technician
blow molding machine operator
plastic blow molding machine operative
plastics production machine operator
blow molding machine operative","Blow moulding machine operators operate and monitor blow moulding machine to mould plastic goods, according to requirements. They regulate temperature, air pressure and volume of plastic, according to specifications. Blow moulding machine operators remove finished products and cut away excess material, using a knife. They regrind surplus material and rejected workpieces for reuse, using a grinding machine.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/8ba8acb8-c0f2-4679-ae15-3a4f6e876c6f,key_16869,629c0f9f-4ad9-4b0f-acef-e992eab99f85,8142,8142.11,plastic rolling machine operator,"plastic roll-forming machine tender
plastic rolling machine tender
plastic roll-forming machine setter
plastic rolling machine worker
plastic rolling machine operator
plastic rolling machine operative
plastic rolling machine setter/operator
plastic processing machine operator
plastic roll-forming machine operative
plastic roll-forming machine operator
plastic rolling machine setter
plastics processing machine operative","Plastic rolling machine operators operate and monitor machines to produce plastic rolls, or to flatten and reduce the material. They examine raw materials and finished products to make sure they are according to specifications.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/8bbac392-3d62-4c46-a56e-3f244fdda216,key_16870,e501474e-19af-4a49-b2f7-26a2e434bf5e,1420,1420.4.33,orthopaedic supply shop manager,"orthopaedic articles store manager
orthohouse manager
Orthopedic supply shop manager
orthopedic supply shop manager
orthopaedic articles shop manager
surgical supplies store manager
surgical suppliers shop manager
orthopaedic supplies store manager","Orthopaedic supply shop managers assume responsibility for activities and staff in specialised shops.They manage employees, monitor the sales of the store, manage budgets and order supplies when a product is out of supply and perform administrative duties if required.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/8bc48c43-d976-458a-9e3c-ee784572351d,key_16871,c9f3b03e-040d-483f-8846-3d4642944e74,2144,2144.1.9,industrial tool design engineer,"industrial tool engineering specialist
industrial tool design quality control supervisor
industrial tool design developer
tool design engineer
industrial tool technology engineering specialist
industrial tool design producer
industrial tool production supervisor
industrial tool developer
industrial tool technology engineering adviser
industrial tool designer
industrial tool production designer
industrial tool production specialist engineer
industrial tool technology engineering expert
industrial tool development engineer
industrial tool technology engineering consultant
industrial tool test engineer
industrial tool engineering expert
industrial tool graphic designer
industrial tool engineer
industrial tool design engineer
industrial tool engineering consultant
industrial tool technology engineer
industrial tool engineering adviser","Industrial tool design engineers design various industrial tools in accordance with customer needs, manufacturing requirements, and building specifications. They test the designs, look for solutions to any problems, and oversee production.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/8bc845cb-0702-47e4-aabc-4036032b0a8d,key_16872,77e5a7c2-6a6b-4199-9303-445a234f6ae5,3331,3331.2.2,shipping agent,"ship representative
cargo agent
shipping representative
water clerk
ship local representative
port agent
shipping proxy
owners charterers agent
liner agent
ships agent
boarding clerk
shipping agent","Shipping agents represent the ship owner in a foreign port. They make sure customs is cleared in a timely manner so that the cargo doesn't have to stay too long in the port. Shipping agents also ensure that insurance, licences and other formalities are in order.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/8bd74371-1818-47d5-a253-d703c51c5f26,key_16873,2992d3d6-e24f-4930-89da-0fc4d342f24e,2642,2642.1.5,copy editor,"language editor
editorial assistant
copy-editor
senior copy editor
copy editor","Copy editors ascertain that a text is agreeable to read. They ensure that a text adheres to the conventions of grammar and spelling. Copy editors read and revise materials for books, journals, magazines and other media.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/8befd482-70e2-4d1e-8a09-091e15fe85c3,key_16874,94ca5bd3-2916-4776-842b-8f4ca314a108,2342,2342.2,Freinet school teacher,"Freinet school teaching practitioner
Freinet pedagogy teacher
teacher in Freinet primary school
Mouvement de l'École Moderne teacher
teacher in Freinet school
Freinet primary school teacher
Freinet school educator
Freinet school teacher
Freinet class school teacher
Modern School Movement teacher
Modern School Movement methodology teacher
Freinet teacher
Freinet school instructor","Freinet school teachers educate students using approaches that reflect the Freinet philosophy and principles. They focus on enquiry-based, democracy-implementing and cooperative learning methods. They adhere to a specific curriculum that incorporates these learning methods through which students use trial and error practices in order to develop their own interests in a democratic, self-government context. Freinet school teachers also encourage students to practically create products and provide services in and outside of class, usually handcrafted or personally initiated, implementing the 'pedagogy of work' theory. They manage and evaluate all the students separately according to the Freinet school philosophy.",,Includes people working in institutions at other education levels.,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/8bf76ba6-e661-4574-9887-4f2cb943835a,key_16875,68cb6e4b-db28-45b6-b5b2-eebf3cbdbe54,2422,2422.13,political affairs officer,"prime minister adviser
lobbyist
political aide
advocacy and political affairs officer
campaigner
political campaign officer
president adviser
political-military affairs officer
political advisor
political affairs officer
political consultant
senior political affairs officer","Political affairs officers analyse developments in foreign politics and other policy matters, monitor conflicts and consult on mediation measures, as well as other developmental strategies. They write reports to ensure communication with governmental bodies, and develop policies and implementation methods.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/8c0524b8-f878-4c68-8293-698d07c1807c,key_16876,648483d0-3b3a-4b91-9162-b3e006ffc501,3324,3324.4.2,"wholesale merchant in agricultural raw materials, seeds and animal feeds","wholesaler in agricultural raw materials, seeds and animal feeds
wholesale merchandiser in agricultural raw materials, seeds and animal feeds
B2B sales consultant in agricultural raw materials, seeds and animal feeds
trainee wholesale merchant in agricultural raw materials, seeds and animal feeds
assistant wholesale merchant in agricultural raw materials, seeds and animal feeds
graduate wholesale merchant in agricultural raw materials, seeds and animal feeds
senior wholesale merchant in agricultural raw materials, seeds and animal feeds
wholesale buyer in agricultural raw materials, seeds and animal feeds
business to business sales consultant in agricultural raw materials, seeds and animal feeds
business to business seller in agricultural raw materials, seeds and animal feeds
wholesale trader in agricultural raw materials, seeds and animal feeds
wholesale merchant in agricultural raw materials, seeds and animal feeds","Wholesale merchants in agricultural raw materials, seeds and animal feeds investigate potential wholesale buyers and suppliers and match their needs. They conclude trades involving large quantities of goods.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/8c0cc417-6b09-4082-8062-2f0f7123a573,key_16877,11816303-52de-4007-ab41-4163720270f5,1324,1324.3.2.26,import export manager in office machinery and equipment,"international trade compliance manager in office machinery and equipment
assistant import manager in office machinery and equipment
senior export manager in office machinery and equipment
international trade manager in office machinery and equipment
trainee export manager in office machinery and equipment
senior import manager in office machinery and equipment
assistant import export manager in office machinery and equipment
graduate import manager in office machinery and equipment
senior import export manager in office machinery and equipment
graduate import export manager in office machinery and equipment
import export manager in office machinery and equipment
graduate export manager in office machinery and equipment
trainee import manager in office machinery and equipment
customs compliance manager in office machinery and equipment
trainee import export manager in office machinery and equipment
assistant export manager in office machinery and equipment","Import export managers in office machinery and equipment install and maintain procedures for cross-border business, coordinating internal and external parties.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/8c0f59c9-9a47-42e7-8287-aab19df4e6ab,key_16878,f929dc4f-89cc-4af2-80f1-d668e1e61bd9,2152,2152.1.7,microelectronics engineer,"microelectronics technology engineering adviser
microelectronic technology engineering consultant
engineer of microprocessors
microelectronic technology engineering expert
engineer of microelectronics
microelectronic technology engineer
microprocessor engineer
microelectronic engineering specialist
microelectronic engineering expert
microelectronics engineer
engineer of micro-electronics
micro-electronic engineer
micro-electronics engineer
microelectronic engineering consultant
microelectronic technology engineering specialist
micro electronics engineer
microelectronic engineering adviser
micro electronic engineer
microelectronics design engineer
microelectronic engineer","Microelectronics engineers design, develop, and supervise the production of small electronic devices and components such as micro-processors and integrated circuits.",,"Excludes <a resource=""http://data.europa.eu/esco/occupation/7f0fe7d3-54c6-41e9-88ba-9d4f0f1a46b4"" typeOf=""http://data.europa.eu/esco/model#Occupation"" href=""http://data.europa.eu/esco/occupation/7f0fe7d3-54c6-41e9-88ba-9d4f0f1a46b4""><span property=""http://www.w3.org/2000/01/rdf-schema#label"" xml:lang=""en"">microsystem engineer</span></a>. 
 Excludes people using materials such as quartz, plastics and ceramics.",http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
