ORIGINURI,ID,UUIDHISTORY,ISCOGROUPCODE,CODE,PREFERREDLABEL,ALTLABELS,DESCRIPTION,DEFINITION,SCOPENOTE,REGULATEDPROFESSIONNOTE,OCCUPATIONTYPE,ISLOCALIZED
http://data.europa.eu/esco/occupation/d23f4d59-2bea-4bd8-bcdb-5e23b1c50552,key_17682,23de6afd-3d38-4abe-8198-23a87e7f875e,1345,1345.1.3,education programme coordinator,"education programme director
education program coordinator
international education programme coordinator
education program director
education & training consultant
international education program coordinator
education and training consultant
education programmes manager
education programs manager",Education programme coordinators supervise the development and implementation of educational programmes. They develop policies for the promotion of education and manage budgets. They communicate with education facilities to analyse problems and investigate solutions.,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/d23fbcdc-d5e9-4724-a83f-99a0cfa8adb0,key_17683,27c92f9d-6389-46fd-b154-ebc0d308df17,2652,2652.4,répétiteur,"music répétiteur
music repetiteur
opera répétiteur
répétiteur
opera repetiteur
piano accompanist
accompanist
repetiteur
rehearsal accompanist","Répétiteurs accompany performers, usually singers, following the instructions of musical conductors in directing rehearsals and guiding the artists in the rehearsal process.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/d261a6a4-7ea7-4295-a84e-f4b1a56990d7,key_17684,46fbd698-325d-42f7-9475-c6b6c687cba5,3334,3334.3.1,letting agent,"leasing broker
estate agent
rental agent
real estate agents
estate agents
leasing consultants
rental agents
leasing agents
real estate leasing specialist
letting consultant
leasing agent
real estate leasing specialists
real estate leasing consultant
real estate leasing consultants
real estate agent
letting agent
leasing consultant
letting consultants",Letting agents schedule appointments with clients in order to show and lease real estate to prospective residents. They assist in marketing the property for rent through advertising and community out-reach. They are also involved in daily communication and administrative tasks.,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/d26a941d-443a-4301-a648-3cb3a4427775,key_17685,d146f03a-836d-444a-8d91-f8cea877f4d9,3134,3134.2,gas processing plant operator,"gas distribution plant operator
gas distribution system operative
gas distribution plant maintenance operator
natural gas transmission system operative
gas distribution system operator
gas distribution pipeline operator
gas transmission system operative
gas distribution operator
gas distribution network operator
gas processing plant operator
gas distribution system worker","Gas processing plant operators operate and maintain distribution equipment in a gas distribution plant. They distribute gas to utility facilities or consumers, and ensure the correct pressure is maintained on gas pipelines. They also oversee compliance with scheduling and demand.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/d2af4f6b-c990-4d8e-bb17-befca23a307a,key_17686,c3e469bf-ba3e-4818-ba90-39742d131a08,3115,3115.1.14,optomechanical engineering technician,"technologist in optomechanical systems
technician in optomechanical systems
technologist in optical systems
optomechanical technologist
assistant in optomechanical engineering
optomechanical technician
optomechanical engineering assistant
optomechanical engineering technician","Optomechanical engineering technicians collaborate with engineers in the development of optomechanical devices, such as optical tables, deformable mirrors, and optical mounts. Optomechanical engineering technicians build, install, test, and maintain optomechanical equipment prototypes. They determine materials and assembly requirements.",,Excludes people performing engineering activites related to optoelectronics.,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/d2d451cc-e839-4192-be54-d7724814aa03,key_17687,5bbe0b6d-807f-42ba-bda8-55c642f862bf,2412,2412.2,corporate banking manager,"cash management officer
corporate banking officer
corporate banking centre manager
cash management adviser
corporate banker
cash management manager
commercial banking accounts officer
corporate banking manager
business banking officer","Corporate banking managers offer advice on a broad range of financial goods and services such as securities services, credit services, cash management, insurance products, leasing, information on merges and acquisitions and capital markets activities, to institutions and organisations.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/d2db926b-8b14-4686-9c98-fb0dc3a38cbb,key_17688,ea1be113-c1f9-4d05-b2c6-7b42e6ae6629,2431,2431.7,creative director,"creative director
advertising director
creative manager
executive creative director
creative coordinator
creative services manager
design director",Creative directors manage the team that is responsible for the creation of advertisements and commercials. They oversee the whole creation process. Creative directors pitch the designs of their team to the client.,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/d2df16f3-87d7-4c6e-a640-95cee39a8f4e,key_17689,debb554e-fddb-4a97-bbc4-0ec434d7a4ca,2145,2145.1.3,cider master,"cider master
cider maker
cider production manager
cider manufacture manager
master cider maker",Cider masters envision the manufacturing process of cider. They ensure brewing quality and follow one of several brewing processes. They modify existing brewing formulas and processing techniques in order to develop new cider products and cider-based beverages.,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/d2e63d7e-2605-4af1-bb7d-b1ed9ad08825,key_17690,e038a11f-e5d1-4b6f-9d7d-3810555af52d,3314,3314.2,statistical assistant,"information technology expert
statistician's assistant
statistical assistant
statistician assistant
statistical report compiler
statistician
admin assistant
statistics assistant
administrative assistant
IT expert
computer expert
report compiler
statistics compiler","Statistical assistants collect data and use statistical formulas to execute statistical studies and create reports. They create charts, graphs and surveys.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/d2ff134e-b41a-4fa3-aceb-1b9f5f5cf015,key_17691,6b3bf01f-dcac-42df-ba1a-0b0e417901b4,1349,1349.21.1,legal service manager,"legal office head
head of the legal services office
legal department director
legal service manager
legal practice manager
legal firm manager
legal department chief","Legal service managers oversee the general management of a legal service office. They not only strive for the highest efficiency and effectiveness when delivering legal services and advice, but they also coordinate a team of legally trained professionals. They manage different profiles of clients and adjust the legall services to their needs.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/d3382c5a-589f-453d-a6d8-d28695057079,key_17692,8d6e991a-b1b8-41b8-b0f1-37706e489a41,8131,8131.7,fermenter operator,"chemicals fermenter operative
chemicals fermenter operator
fermenter operative
fermenter operator
fermentation worker
fermentation operative
fermentation process worker
chemicals fermentation operative
chemicals fermentation process worker
chemicals fermentation worker
fermenter worker
chemicals fermenter worker
chemical fermentation process worker
pharmaceutical fermenter operator",Fermenter operators control and maintain the equipment and tanks for the production of active and functional ingredients for pharmaceuticals such as antibiotics or vitamins. They also work in the production of cosmetics or personal care products.,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/d3570716-cc0d-4a61-b9a0-9b3081050e9d,key_17693,858f4f7a-35cb-475e-a96a-a53449f44ed5,2642,2642.1.9,entertainment journalist,"live event journalist
live reporter
music journalist
entertainment journalist
film & entertainment journalist
arts journalist
film and entertainment journalist
entertainment reporter
red carpet reporter
event reporter
theatre reporter
arts reporter
film journalist
entertainment correspondent","Entertainment journalists research and write articles about cultural and social events for newspapers, magazines, television and other media. They conduct interviews with artists and celebrities and attend events.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/d35f9e79-5778-43b4-8667-0e3ba1fcb19a,key_17694,8c4201fd-b3a4-4159-a87c-d5c682137009,9334,9334.1,shelf filler,"senior shelf filler
shelf stacker
supermarket shelf stacker
shelf stocker
garden centre shelf stacker
supermarket shelf filler
shop shelf filler
rack jobber
department store shelf filler
department store shelf stacker
garden centre shelf filler
trainee shelf filler
outlet centre shelf stacker
hypermarket shelf stacker
filling station shelf stacker
filling station shelf filler
hypermarket shelf filler
outlet centre shelf filler
trainee shelf stacker
shop shelf stacker
senior shelf stacker","Shelf fillers stock and rotate merchandise on shelves, identifying and removing expired products. They clean the shop after its operational hours, ensuring that the shelves are fully stocked for the next day. Shelf fillers may use trolleys, small forklifts to move stock and ladders to reach high shelves. They also give directions to customers in order to locate specific products. 
 
 ",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/d36b66f8-c08a-4416-953b-62c271ca7509,key_17695,e86a720c-0565-49c4-8fa3-14a0d0bd6c15,6113,6113.2,horticulture production manager,"horticultural crop manager
horticulture production manager
horticultural manager
horticulture manager
horticultural producer
horticultural production manager","Horticulture production managers plan the production, manage the enterprise and participate in the horticultural production.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/d372b694-041a-4978-bd81-efbb763ee70d,key_17696,af23a67d-1733-4765-9bbb-1fd8df275726,2642,2642.1.6,crime journalist,"crime journalist
forensic journalist
crime and defence correspondent
crime reporter
crime & critical events journalist
crime writer
crime correspondent
senior crime journalist
crime & defence correspondent
investigative journalist
crime and critical events journalist","Crime journalists research and write articles about criminal events for newspapers, magazines, television and other media. They conduct interviews and attend court hearings.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/d372e2e4-714a-4127-bb82-6b53eb817410,key_17697,da9c7f67-6bae-4795-9dc9-091463cb224c,3324,3324.4.35,wholesale merchant in wood and construction materials,"business to business sales consultant in wood and construction materials
wholesale buyer in wood and construction materials
assistant wholesale merchant in wood and construction materials
trainee wholesale merchant in wood and construction materials
senior wholesale merchant in wood and construction materials
B2B sales consultant in wood and construction materials
wholesaler in wood and construction materials
wholesale merchandiser in wood and construction materials
wholesale trader in wood and construction materials
business to business seller in wood and construction materials
graduate wholesale merchant in wood and construction materials
wholesale merchant in wood and construction materials",Wholesale merchants in wood and construction materials investigate potential wholesale buyers and suppliers and match their needs. They conclude trades involving large quantities of goods.,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/d37cc820-15f5-4a81-88db-af48b0ee6a32,key_17698,9d593afa-ad8b-470f-b172-0fe76adda5af,1345,1345.1.7,secondary school department head,"high school department head
head of department in high school
high school head of department
head of department in secondary school
secondary school head of department
school department head","Secondary school department heads manage and supervise their assigned departments to ensure that students are instructed and supported in a safe learning environment. They work closely with the secondary school principal to lead and assist school staff and to optimise communication between school management and teachers, parents, and other districts and schools. They facilitating meetings, develop and review curriculum programmes, observe staff when the principal delegates this work, and assume shared responsibility with the principal for financial resource management.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/d38c2107-98f2-47b7-8bb4-f69750d51082,key_17699,815975f6-8f33-4849-9b8d-3785f12fde09,5321,5321.1,healthcare assistant,"resident care assistant
assistant healthcarer
resident healthcare assistant
elderly care assistant
primary healthcare assistant
maternity care assistant
healthcare assistant
health care assistant
patient care assistant","Healthcare assistants work in teams of nurses within the occupational fields of nursing, social care, clinical care and care of people of all age-groups. Healthcare assistants assist in the promotion and restoration of patients' health by providing physical and psychological support to patients, friends and families.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/d3ac4c05-79e2-42da-b8c6-e55765aee381,key_17700,e0dc17a5-db7a-4959-ad48-2719daba84ec,3331,3331.2.1.33,import export specialist in waste and scrap,"senior export specialist in waste and scrap
graduate export specialist in waste and scrap
trainee export specialist in waste and scrap
assistant export specialist in waste and scrap
senior import export specialist in waste and scrap
international trade compliance specialist in waste and scrap
assistant import specialist in waste and scrap
graduate import export specialist in waste and scrap
import export specialist in waste and scrap
trainee import specialist in waste and scrap
graduate import specialist in waste and scrap
customs compliance specialist in waste and scrap
trainee import export specialist in waste and scrap
senior import specialist in waste and scrap
assistant import export specialist in waste and scrap",Import export specialists in waste and scrap have and apply deep knowledge of import and export goods including customs clearance and documentation.,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/d3c1c718-a093-4e2e-80a0-2bd331266a8b,key_17701,b17cd03d-36f9-4e21-87dd-0d90008b5ddf,8113,8113.3,oil rig motorhand,"rig driller
rig maintenance technicians
drilling equipment operator
oil rig motorhand
oil rig technician
oil field driller
drilling equipment technician
oil rig operator",Oil rig motorhands assume responsibility for the engines powering the drilling equipment. They ensure that all other rig equipment operates correctly.,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/d3de3205-dd5c-4112-86bc-161e41cd77a5,key_17702,1d7f4f5c-7b90-4882-a7ec-10ed7ef9360e,7543,7543.10.1,cigar inspector,"cigar product examiner
cigar packing inspector
cigar packing examiner
tobacco products inspector
cigar quality tester
cigar product tester
quality checker (cigars)
cigar products quality inspector
cigar tester
cigar quality checker
quality tester (cigars)
cigar sampler
cigar checker
cigar quality inspector
cigar product checker
cigar products inspector
cigar inspector
cigar examiner
quality inspector (cigars)","Cigar inspectors test, sort, sample and weigh cigars in order to find defects and deviations from the product's specifications.
",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/d3e32e5e-7f24-48e3-b939-e4f800eb62fb,key_17703,f3715ca0-faff-4ed3-b5b8-e4891dbda2b1,2423,2423.3,human resources officer,"HR director
HR rep
lifelong learning coach
personnel director
personnel recruiter
HR supervisor
personnel officer
personnel administrator
personnel assistant
human resources representative
HR representative
human resources director
personnel rep
personnel representative
personnel supervisor
HR worker
personnel worker
personnel manager
skills trainer
personnel development specialist
competencies trainer
human resources officer
personnel expert
human resources supervisor
human resources rep
HR officer
human resources worker
human resource officer","Human resources officers develop and implement strategies that help their employers select and retain appropriately qualified staff within that business sector. They recruit staff, prepare job advertisements, interview and short-list people, negotiate with employment agencies, and set up working conditions. Human resources officers also administer the payroll, review salaries and advise on remuneration benefits and employment law. They arrange for training opportunities to enhance employees' performance.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/d3edb8f8-3a06-47a0-8fb9-9b212c006aa2,key_17704,a3d010f4-e60a-420a-b10f-3cff6c0f0a45,2511,2511.3,data analyst,"data warehousing analyst
data storage analyst
data warehouse analyst","Data analysts import, inspect, clean, transform, validate, model, or interpret collections of data with regard to the business goals of the company. They ensure that the data sources and repositories provide consistent and reliable data. Data analysts use different algorithms and IT tools as demanded by the situation and the current data. They might prepare reports in the form of visualisations such as graphs, charts, and dashboards.",,"Excludes people performing managerial, engineering, and programming activities.",http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/d3fd0898-51f7-42a3-8f44-09408fc796f6,key_17705,7c88c24f-1963-4e0b-a07d-dc7f3ae5033a,5142,5142.2,beauty salon attendant,"sun parlour attendant
suntan salon worker
solarium attendant
solarium worker
tanning salon attendant
beauty salon attendant
sun parlor attendant
beauty salon worker
suntan salon attendant
sun parlor worker","Beauty salon attendants schedule clients' appointments, greet clients on the premises, give detailed information on the salon's services and treatments and gather clients' complaints. They clean the salon regularly and ensure all products are in stock and well deposited. Beauty salon attendants take payments from clients and may sell various beauty products.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/d41ff08f-1ba9-4e39-b9b5-ad6bfe8f9611,key_17706,9af510ec-8fe0-44ab-bb5c-1d77adb7b374,8160,8160.16,chocolate moulding operator,"chocolate mould worker
chocolate mould operator
chocolate molding operator
chocolate moulder
chocolate mould operative","Chocolate moulding operators tend machines and equipment that pour tempered chocolate into moulds to form bars, blocks, and other shapes of chocolate. They monitor machines to ensure that moulds do not jam. 
",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/d43e9693-7087-412c-b54c-e9068012630a,key_17707,0a2dc66e-e9c1-4d75-a874-a56c266c0415,3132,3132.4,wastewater treatment operator,"wastewater treatment plant worker
water treatment system operative
wastewater safety operative
wastewater treatment operator
wastewater treatment system worker
wastewater safety tester
drinking water treatment system operative
wastewater quality operative
drinking water treatment system worker
drinking water treatment system operator
wastewater quality tester
wastewater treatment plant operative",Wastewater treatment operators operate equipment used in a water or wastewater plant. They treat and clean drinking water before it is distributed to the consumer and process wastewater to remove harmful substances before returning it to rivers and seas. They take samples and perform tests to analyse the water quality.,,"Excludes <a resource=""http://data.europa.eu/esco/occupation/d99e2022-cbe1-4aaa-8f9d-7db129d61f0c"" typeOf=""http://data.europa.eu/esco/model#Occupation"" href=""http://data.europa.eu/esco/occupation/d99e2022-cbe1-4aaa-8f9d-7db129d61f0c""><span property=""http://www.w3.org/2000/01/rdf-schema#label"" xml:lang=""en"">wastewater treatment technician</span></a>.",http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/d44c5eb0-fc6c-4f4a-9850-f2f29aaac505,key_17708,4b2d1441-4c11-4a50-ab29-59d47fff82bf,8212,8212.3.2,electromechanical equipment assembler,"electromechanical equipment products production operative
electromechanical equipment products wirer/assembler
electromechanical equipment products assembly operative
electromechanical equipment fabricator
assembler electromechanical equipment products
electromechanical equipment products assembly worker
electromechanical equipment products wirer
assembler of electromechanical instruments
electromechanical equipment products production worker
electromechanical equipment products assembler
electromechanical equipment assembler
electromechanical equipment production worker
assembler specialised in electromechanical equipment
assembler of electro-mechanical equipment
electromechanical assembler
assembler of electromechanical equipment
fabricator of electromechanical equipment
electro-mechanical equipment assembler
electromechanical equipment production operative
electromechanical instrument assembler
electromechanical instrument fabricator","Electromechanical equipment assemblers read and interpret blueprints, drawings and instructions to assemble or modify electromechanical equipment or devices. They inspect and test the completed units to guarantee good working order and compliance with specifications and standards.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/d46a0f9d-4474-46f8-b59d-7970da915b94,key_17709,ff51b3ea-45eb-48c8-8638-ef7544bb0435,1324,1324.3.1.6.16,"hardware, plumbing and heating equipment and supplies distribution manager","trainee hardware, plumbing and heating equipment and supplies distribution manager
hardware, plumbing and heating equipment and supplies logistics manager
graduate hardware, plumbing and heating equipment and supplies distribution manager
assistant hardware, plumbing and heating equipment and supplies distribution manager
hardware, plumbing and heating equipment and supplies supply chain manager
hardware, plumbing and heating equipment and supplies supply chain planner
hardware, plumbing and heating equipment and supplies distribution planner
hardware, plumbing and heating equipment and supplies distribution manager
senior hardware, plumbing and heating equipment and supplies distribution manager
hardware, plumbing and heating equipment and supplies logistics planner","Hardware, plumbing and heating equipment and supplies distribution managers plan the distribution of hardware, plumbing and heating equipment and supplies to various points of sales.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/d4709722-6f17-4bec-a5f4-1b660e6b28b1,key_17710,274d8b94-7378-46b5-a2cd-13ee9dec5f99,6221,6221.8,aquaculture mooring manager,"aquaculture mooring manager
fish farm mooring operator
fishery mooring manager
aquaculture mooring supervisor
fish farm mooring manager
fish culture mooring manager","Aquaculture mooring managers carry out and supervise the mooring of cages in stable stations, drifting cages or even self-propelled and semi-submerged cages. They safely operate and moor a variety of different types of large-scale cages, manage conditions such as currents, wave climate and seabed profile, in open or semi-open water areas.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/d47d495f-159b-40c9-b3d2-6b651c903e28,key_17711,1e2724ca-5845-44ab-abf5-3714c099e9dc,7511,7511.6.2,kosher slaughterer,"kosher slaughterperson
kosher method slaughterer
kosher slaughterman
kosher slaughterer
kosher slaughterwoman
slaughterer following kosher method",Kosher slaughterers slaughter animals and process carcasses of kosher meat for further processing and distribution. They slaughter animals as stated in Jewish law and according to rituals.,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/d48d4949-73a2-40d7-8350-329cda6b5a9a,key_17712,269386dc-f996-4d81-8d81-2561751014e1,3153,3153.2.6,second officer,"inflight engineer
second officer
flight engineer","Second officers are responsible for monitoring and controlling various aircraft systems including fixed-wing and rotary wing. They work in close coordination with the two pilots during all phases of flight. They make pre-flight, inflight, and post flight inspections, adjustments, and minor repairs. They verify parameters such as passenger and cargo distribution, the amount of fuel, aircraft performance, and appropriate engine speed according to instructions of pilots.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/d4cbc865-ad88-4b07-9525-2af3dd31cf0d,key_17713,a7298470-0b8e-4064-8ac6-f88bb2c5c235,7511,7511.1.2,kosher butcher,"kosher meat butcher
kosher butcher
kosher meat slicer
kosher meat boner","Kosher butchers order, inspect and buy meat to prepare it and sell it as consumable meat products in accordance with Jewish practices. They perform activities such as cutting, trimming, boning, tying, and grinding  meats from kosher animals such as cows, sheep and goats. They prepare kosher meat for consumption.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/d4ccb6d4-ea97-47e5-a319-b72cffbf0631,key_17714,e36a3775-1e0f-4fd3-a1a3-73881216dd75,5411,5411.1.3,mine rescue officer,"mining rescue officer
mine emergency officer
mine response and rescue officer
mining safety officer
mine rescue officer
mine emergency response co-ordinator
mines rescue officer
auxiliary mine rescue worker",Mine rescue officers coordinate mine rescue operations and need to be trained to work underground. They are the first line of response in emergency situations.,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/d4d6842b-27f0-4222-85db-c542acf6d434,key_17715,fc2444cb-45cc-4ed7-8945-0d9b53a96212,2422,2422.12.12,public health policy officer,"healthcare admistrator
healthcare planner
healthcare services planning officer
general manager healthcare
healthcare planning officer
health service manager
general manager
public health policy officer",Public health policy officers develop and implement strategies for the improvement of a community's health care policy. They advise governments on policy changes and identify problems in current health care policies.,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/d4dd502d-9407-456c-a54a-b733fc9cf68b,key_17716,9d784a13-ff7d-476f-a371-031e3778d84c,1420,1420.4.14,cosmetics and perfume shop manager,"perfume store manager
cosmetics and toilet articles store manager
cosmetics and toiletries store manager
beauty and aroma shop manager
make-up and cosmetics shop manager
beauty shop manager
cosmetics and perfume shop manager
perfume shop manager
cosmetics shop manager
beauty store manager
cosmetics and perfume store manager
beauty and aroma store manager
cosmetics store manager
make-up and cosmetics store manager
cosmetics and toiletries shop manager
cosmetics and toilet articles shop manager","Cosmetics and perfume shop managers assume responsibility for staff and activities in a drugstore. They manage employees, monitor the sales of the store, manage budgets and order supplies when a product is out of supply and perform administrative duties if required.  They sell cosmetics, perfume, medicines and miscellaneous items.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/d4edb527-2e5d-440c-9f8c-cd5caa9cc4d6,key_17717,d27e4864-2234-4891-8c5b-3a6f8a46856c,3153,3153.3,astronaut,"cosmonaut
commander astronaut
astronaut
shuttle commander
science officer
pilot  cosmonaut
spacecraft pilot
spacecraft crew member
pilot astronaut
flight engineer
space shuttle crew member
scientific cosmonaut
shuttle pilot","Astronauts are crew members commanding spacecrafts for operations beyond low Earth orbit or higher than the regular altitude reached by commercial flights. They orbit the Earth in order to perform operations such as scientific research and experiments, launching or release of satellites, and building of space stations.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/d4fdb8cb-8928-4047-8166-5feedc3c1a98,key_17718,d4e948ba-8fab-47c0-8680-8c1aa1d0f264,8181,8181.5,dry press operator,"presser
dry press operator
dry press worker
dry press tender
dry-press operator
brick and tile dry press operator
brick presser
brick & tile dry press operator","Dry press operators press dry tempered clay or silica into bricks and other shapes. They select and fix the pressing dies, using rule and wenches. Dry press operators remove the bricks from the press machine and stack them in a specified pattern on the kiln car.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/d515e82a-ca9f-4be4-9823-33694dff7304,key_17719,f2a82369-d0dc-4d44-a270-91cd50991838,2163,2163.2,leather goods product developer,"leather product designer and developer
leatherware engineer
leather technologist
leather product development engineer
leather product technologist
leather product engineer
leather goods product developer
leatherware product developer
product leather goods developer
leather product designer & developer","Leather goods product developers perform and interface between design and actual production. They analyse and study designer’s specifications and transform them into technical requirements, updating concepts to manufacturing lines, selecting or even designing components and selecting materials. Leather goods product developers also perform the pattern engineering, namely they make patterns manually and produce technical drawings for various range of tools, especially cutting. They evaluate prototypes, performing required tests for samples and confirming the customer’s quality requirements and pricing constrains.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/d52db93d-9ae5-47d9-b9dc-eab8aa9f2ba9,key_17720,956051e7-ca64-4303-8842-aceb1d15c792,7215,7215.1.1,stagehand,"loader & stage hand
runner
stage assistant
loader and stage hand
assistant stage technician
stagehand & loader
stagehand
loader & stagehand
stagehand and loader
stage hand & loader
stage hand and loader
stage hand
theatre assistant
assistant theater technician
theater assistant
stage-hand
assistant  technician
loader and stagehand
assistant theatre technician","Stagehands assist stage technicians setting up and preparing equipment for live performance. Their work includes setting up the scenery, lights, sound, props, rigging, and special effects for a production. 
 ",,Includes people working in event and rental companies.,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/d5954a2b-a525-45b7-b6d9-b62efafc6c78,key_17721,fe276302-b309-4ba5-9652-009e3d45e513,5162,5162.1,companion,"male servant
caregiver
companion
live-in companion
servant
live in companion","Companions perform housekeeping duties and meal preparation for the people they assist on their own premises such as elderly people or people with special needs or who suffer from an illness. They also provide entertainment activities such as playing cards or reading stories. They may do shopping activities as well as punctual transportation to doctor's appointments, etc.",,Excludes people performing medical care of the assisted person.,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/d5a43cd3-230e-46d0-ba05-d67d61e5cfbb,key_17722,c8d242be-6f70-4f24-bb96-123456dcf761,2166,2166.7,digital media designer,"interactive media designer
multimedia developer
new media designer
digital media engineer
digital media designers
digital multimedia designer
digital media designer
digital media developer","Digital media designers create and edit graphics, animations, sound, text and video to assist in the creation of integrated multimedia products. They may perform activities related to the web, social networks, augmented reality and virtual reality but exclude the production of music using physical instruments and complex software sound synthesis tools. Digital media designers may program and build websites, mobile applications and other multimedia products.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/d5ad1da5-cf69-4508-9148-a5338f4ffe0e,key_17723,abfcebea-f973-4715-9ec4-fa4f11c9f25f,8131,8131.16,perfume production machine operator,"perfume production machine tender
fragrance production worker
perfume production machine operative
fragrance factory worker
perfume production machine operator
fragrance production machine operative
perfume factory worker
perfume plant worker
perfume production machine worker
fragrance production machine tender
fragrance production machine worker
fragrance plant worker
perfume production worker","Perfume production machine operators tend machinery for the manufacturing of perfumes by setting up the machines and tools, cleaning and maintaining the equipment and abiding by the production schedule.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/d5c4ab26-c293-4f4d-ad89-fe776f49a67f,key_17724,bb2f924a-4234-41b4-afe5-8c3989ca48ce,2166,2166.5,digital artist,"digital compositor
digital games artist
digital sculptor
computer-generated imagery artist
digital designer and animator
computer artist
digital artist
digital matte painter
special effects digital artist
digital environment artist
digital scupltress
digital matte artist
3D digital artist
3D digital matte painter","Digital artists create art which applies digital technology as an essential part of the creative process. Digital art is usually created using computers or more specialised digital equipment. It may be enjoyed using the same instruments, shared over the internet, or presented using more traditional media.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/d5ce0c23-6f8a-459f-9bf9-a7cb9768740a,key_17725,0b809c80-cc63-45b6-8bfc-73a70379f391,5142,5142.9,personal stylist,"fashion colour analyst
wardrobe consultant
fashion consultant
personal style advisor
personal style coach
corporate image consultant
image consultant
personal stylist
fashion advisor
personal wardrobe consultant
personal stylist professional","Personal stylists assist their clients in making fashion choices. They advise on the latest fashion trends in clothing, jewellery and accessories and help their clients choose the right outfit, depending on the type of social event, their tastes and body types. Personal stylists teach their clients how to make decisions regarding their overall appearance and image.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
